,Num_Cashiers,Num_Servers,Num_Ushers,Average_Wait_Minutes,Average_Wait_Seconds,Total_Wait_Time_Minutes
738,5,7,1,24,26,24.433333333333334
739,5,7,2,24,44,24.733333333333334
740,5,7,3,25,10,25.166666666666668
741,5,7,4,25,37,25.616666666666667
742,5,7,5,24,2,24.033333333333335
743,5,7,6,24,55,24.916666666666668
744,5,7,7,24,17,24.283333333333335
745,5,7,8,24,10,24.166666666666668
746,5,7,9,24,45,24.75
747,5,8,1,23,38,23.633333333333333
748,5,8,2,25,15,25.25
749,5,8,3,26,12,26.2
750,5,8,4,25,57,25.95
751,5,8,5,25,12,25.2
752,5,8,6,26,16,26.266666666666666
753,5,8,7,27,13,27.216666666666665
754,5,8,8,22,51,22.85
755,5,8,9,24,11,24.183333333333334
756,5,9,1,25,55,25.916666666666668
757,5,9,2,24,11,24.183333333333334
758,5,9,3,25,25,25.416666666666668
759,5,9,4,26,42,26.7
760,5,9,5,25,4,25.066666666666666
761,5,9,6,24,33,24.55
762,5,9,7,25,5,25.083333333333332
763,5,9,8,25,44,25.733333333333334
764,5,9,9,24,45,24.75
765,5,10,1,26,24,26.4
766,5,10,2,25,37,25.616666666666667
767,5,10,3,23,43,23.716666666666665
768,5,10,4,24,40,24.666666666666668
769,5,10,5,26,13,26.216666666666665
770,5,10,6,24,49,24.816666666666666
771,5,10,7,24,25,24.416666666666668
772,5,10,8,24,15,24.25
773,5,10,9,25,56,25.933333333333334
774,5,11,1,23,49,23.816666666666666
775,5,11,2,24,51,24.85
776,5,11,3,24,20,24.333333333333332
777,5,11,4,25,17,25.283333333333335
778,5,11,5,25,19,25.316666666666666
779,5,11,6,26,6,26.1
780,5,11,7,26,36,26.6
781,5,11,8,24,2,24.033333333333335
782,5,11,9,25,35,25.583333333333332
783,5,12,1,24,0,24.0
784,5,12,2,24,24,24.4
785,5,12,3,24,33,24.55
786,5,12,4,23,49,23.816666666666666
787,5,12,5,24,52,24.866666666666667
788,5,12,6,24,47,24.783333333333335
789,5,12,7,24,32,24.533333333333335
790,5,12,8,24,8,24.133333333333333
791,5,12,9,24,24,24.4
792,5,13,1,23,49,23.816666666666666
793,5,13,2,26,30,26.5
794,5,13,3,25,18,25.3
795,5,13,4,24,57,24.95
796,5,13,5,25,17,25.283333333333335
797,5,13,6,23,51,23.85
798,5,13,7,25,54,25.9
799,5,13,8,24,30,24.5
800,5,13,9,23,19,23.316666666666666
801,5,14,1,23,17,23.283333333333335
802,5,14,2,25,41,25.683333333333334
803,5,14,3,23,52,23.866666666666667
804,5,14,4,26,16,26.266666666666666
805,5,14,5,25,47,25.783333333333335
806,5,14,6,25,13,25.216666666666665
807,5,14,7,26,28,26.466666666666665
808,5,14,8,24,35,24.583333333333332
809,5,14,9,24,9,24.15
810,5,15,1,24,55,24.916666666666668
811,5,15,2,24,32,24.533333333333335
812,5,15,3,23,24,23.4
813,5,15,4,25,3,25.05
814,5,15,5,25,17,25.283333333333335
815,5,15,6,25,14,25.233333333333334
816,5,15,7,26,43,26.716666666666665
817,5,15,8,23,47,23.783333333333335
818,5,15,9,22,54,22.9
819,5,16,1,25,28,25.466666666666665
820,5,16,2,25,25,25.416666666666668
821,5,16,3,25,35,25.583333333333332
822,5,16,4,23,24,23.4
823,5,16,5,25,19,25.316666666666666
824,5,16,6,25,7,25.116666666666667
825,5,16,7,24,20,24.333333333333332
826,5,16,8,25,38,25.633333333333333
827,5,16,9,22,48,22.8
828,5,17,1,25,32,25.533333333333335
829,5,17,2,25,5,25.083333333333332
830,5,17,3,24,39,24.65
831,5,17,4,25,35,25.583333333333332
832,5,17,5,25,41,25.683333333333334
833,5,17,6,24,27,24.45
834,5,17,7,25,1,25.016666666666666
835,5,17,8,23,44,23.733333333333334
836,5,17,9,25,1,25.016666666666666
837,5,18,1,25,34,25.566666666666666
838,5,18,2,25,33,25.55
839,5,18,3,23,34,23.566666666666666
840,5,18,4,24,1,24.016666666666666
841,5,18,5,23,27,23.45
842,5,18,6,23,28,23.466666666666665
843,5,18,7,24,9,24.15
844,5,18,8,24,56,24.933333333333334
845,5,18,9,25,15,25.25
846,5,19,1,24,7,24.116666666666667
847,5,19,2,24,45,24.75
848,5,19,3,24,28,24.466666666666665
849,5,19,4,24,18,24.3
850,5,19,5,25,48,25.8
851,5,19,6,24,49,24.816666666666666
852,5,19,7,25,21,25.35
853,5,19,8,23,18,23.3
854,5,19,9,26,49,26.816666666666666
855,6,1,1,24,20,24.333333333333332
856,6,1,2,23,53,23.883333333333333
857,6,1,3,25,1,25.016666666666666
858,6,1,4,21,36,21.6
859,6,1,5,23,7,23.116666666666667
860,6,1,6,25,0,25.0
861,6,1,7,23,10,23.166666666666668
862,6,1,8,20,26,20.433333333333334
863,6,1,9,24,55,24.916666666666668
864,6,2,1,24,37,24.616666666666667
865,6,2,2,26,58,26.966666666666665
866,6,2,3,24,4,24.066666666666666
867,6,2,4,24,25,24.416666666666668
868,6,2,5,21,49,21.816666666666666
869,6,2,6,24,45,24.75
870,6,2,7,27,12,27.2
871,6,2,8,23,10,23.166666666666668
872,6,2,9,24,58,24.966666666666665
873,6,3,1,23,34,23.566666666666666
874,6,3,2,22,33,22.55
875,6,3,3,24,44,24.733333333333334
876,6,3,4,23,38,23.633333333333333
877,6,3,5,26,7,26.116666666666667
878,6,3,6,25,57,25.95
879,6,3,7,23,26,23.433333333333334
880,6,3,8,21,28,21.466666666666665
881,6,3,9,22,2,22.033333333333335
882,6,4,1,18,56,18.933333333333334
883,6,4,2,22,58,22.966666666666665
884,6,4,3,21,37,21.616666666666667
885,6,4,4,22,26,22.433333333333334
886,6,4,5,23,29,23.483333333333334
887,6,4,6,22,19,22.316666666666666
888,6,4,7,21,44,21.733333333333334
889,6,4,8,22,47,22.783333333333335
890,6,4,9,23,6,23.1
891,6,5,1,18,59,18.983333333333334
892,6,5,2,21,17,21.283333333333335
893,6,5,3,20,51,20.85
894,6,5,4,20,27,20.45
895,6,5,5,20,39,20.65
896,6,5,6,20,30,20.5
897,6,5,7,21,48,21.8
898,6,5,8,21,57,21.95
899,6,5,9,20,35,20.583333333333332
900,6,6,1,20,58,20.966666666666665
901,6,6,2,20,21,20.35
902,6,6,3,19,42,19.7
903,6,6,4,21,27,21.45
904,6,6,5,21,40,21.666666666666668
905,6,6,6,21,15,21.25
906,6,6,7,19,32,19.533333333333335
907,6,6,8,21,54,21.9
908,6,6,9,20,55,20.916666666666668
909,6,7,1,22,45,22.75
910,6,7,2,19,37,19.616666666666667
911,6,7,3,21,20,21.333333333333332
912,6,7,4,19,50,19.833333333333332
913,6,7,5,21,33,21.55
914,6,7,6,20,17,20.283333333333335
915,6,7,7,19,19,19.316666666666666
916,6,7,8,20,46,20.766666666666666
917,6,7,9,20,37,20.616666666666667
918,6,8,1,21,25,21.416666666666668
919,6,8,2,20,2,20.033333333333335
920,6,8,3,20,50,20.833333333333332
921,6,8,4,19,58,19.966666666666665
922,6,8,5,20,26,20.433333333333334
923,6,8,6,19,7,19.116666666666667
924,6,8,7,19,18,19.3
925,6,8,8,22,15,22.25
926,6,8,9,20,29,20.483333333333334
927,6,9,1,20,36,20.6
928,6,9,2,21,59,21.983333333333334
929,6,9,3,19,34,19.566666666666666
930,6,9,4,21,2,21.033333333333335
931,6,9,5,18,8,18.133333333333333
932,6,9,6,19,15,19.25
933,6,9,7,21,48,21.8
934,6,9,8,20,19,20.316666666666666
935,6,9,9,21,45,21.75
936,6,10,1,19,15,19.25
937,6,10,2,19,21,19.35
938,6,10,3,21,13,21.216666666666665
939,6,10,4,22,30,22.5
940,6,10,5,21,9,21.15
941,6,10,6,19,5,19.083333333333332
942,6,10,7,21,39,21.65
943,6,10,8,20,7,20.116666666666667
944,6,10,9,21,16,21.266666666666666
945,6,11,1,20,33,20.55
946,6,11,2,21,55,21.916666666666668
947,6,11,3,20,30,20.5
948,6,11,4,20,52,20.866666666666667
949,6,11,5,21,2,21.033333333333335
950,6,11,6,20,36,20.6
951,6,11,7,20,6,20.1
952,6,11,8,19,26,19.433333333333334
953,6,11,9,21,24,21.4
954,6,12,1,20,31,20.516666666666666
955,6,12,2,18,36,18.6
956,6,12,3,22,6,22.1
957,6,12,4,20,14,20.233333333333334
958,6,12,5,21,7,21.116666666666667
959,6,12,6,20,25,20.416666666666668
960,6,12,7,20,31,20.516666666666666
961,6,12,8,21,9,21.15
962,6,12,9,21,9,21.15
963,6,13,1,19,35,19.583333333333332
964,6,13,2,21,32,21.533333333333335
965,6,13,3,20,53,20.883333333333333
966,6,13,4,19,12,19.2
967,6,13,5,22,32,22.533333333333335
968,6,13,6,20,24,20.4
969,6,13,7,20,2,20.033333333333335
970,6,13,8,21,13,21.216666666666665
971,6,13,9,19,38,19.633333333333333
972,6,14,1,20,52,20.866666666666667
973,6,14,2,19,46,19.766666666666666
974,6,14,3,21,19,21.316666666666666
975,6,14,4,21,1,21.016666666666666
976,6,14,5,21,5,21.083333333333332
977,6,14,6,20,24,20.4
978,6,14,7,20,33,20.55
979,6,14,8,21,1,21.016666666666666
980,6,14,9,21,7,21.116666666666667
981,6,15,1,19,56,19.933333333333334
982,6,15,2,21,0,21.0
983,6,15,3,20,44,20.733333333333334
984,6,15,4,21,5,21.083333333333332
985,6,15,5,18,60,19.0
986,6,15,6,21,12,21.2
987,6,15,7,21,57,21.95
988,6,15,8,19,19,19.316666666666666
989,6,15,9,20,52,20.866666666666667
990,6,16,1,19,38,19.633333333333333
991,6,16,2,20,14,20.233333333333334
992,6,16,3,20,49,20.816666666666666
993,6,16,4,21,29,21.483333333333334
994,6,16,5,20,14,20.233333333333334
995,6,16,6,20,39,20.65
996,6,16,7,19,55,19.916666666666668
997,6,16,8,19,37,19.616666666666667
998,6,16,9,19,43,19.716666666666665
999,6,17,1,18,57,18.95
1000,6,17,2,19,40,19.666666666666668
1001,6,17,3,21,55,21.916666666666668
1002,6,17,4,20,17,20.283333333333335
1003,6,17,5,21,42,21.7
1004,6,17,6,21,5,21.083333333333332
1005,6,17,7,20,1,20.016666666666666
1006,6,17,8,20,53,20.883333333333333
1007,6,17,9,18,59,18.983333333333334
1008,6,18,1,20,43,20.716666666666665
1009,6,18,2,19,57,19.95
1010,6,18,3,19,0,19.0
1011,6,18,4,21,12,21.2
1012,6,18,5,19,47,19.783333333333335
1013,6,18,6,21,5,21.083333333333332
1014,6,18,7,18,25,18.416666666666668
1015,6,18,8,21,21,21.35
1016,6,18,9,18,33,18.55
1017,6,19,1,20,13,20.216666666666665
1018,6,19,2,21,12,21.2
1019,6,19,3,21,10,21.166666666666668
1020,6,19,4,20,45,20.75
1021,6,19,5,20,9,20.15
1022,6,19,6,21,59,21.983333333333334
1023,6,19,7,20,21,20.35
1024,6,19,8,19,11,19.183333333333334
1025,6,19,9,19,10,19.166666666666668
1026,7,1,1,17,59,17.983333333333334
1027,7,1,2,18,32,18.533333333333335
1028,7,1,3,19,9,19.15
1029,7,1,4,18,23,18.383333333333333
1030,7,1,5,20,12,20.2
1031,7,1,6,19,42,19.7
1032,7,1,7,18,27,18.45
1033,7,1,8,19,0,19.0
1034,7,1,9,19,36,19.6
1035,7,2,1,22,8,22.133333333333333
1036,7,2,2,20,34,20.566666666666666
1037,7,2,3,20,54,20.9
1038,7,2,4,20,46,20.766666666666666
1039,7,2,5,18,27,18.45
1040,7,2,6,20,50,20.833333333333332
1041,7,2,7,20,6,20.1
1042,7,2,8,20,27,20.45
1043,7,2,9,20,48,20.8
1044,7,3,1,18,42,18.7
1045,7,3,2,21,41,21.683333333333334
1046,7,3,3,19,45,19.75
1047,7,3,4,20,50,20.833333333333332
1048,7,3,5,19,24,19.4
1049,7,3,6,19,30,19.5
1050,7,3,7,19,20,19.333333333333332
1051,7,3,8,19,25,19.416666666666668
1052,7,3,9,19,32,19.533333333333335
1053,7,4,1,20,27,20.45
1054,7,4,2,18,12,18.2
1055,7,4,3,16,19,16.316666666666666
1056,7,4,4,19,57,19.95
1057,7,4,5,19,9,19.15
1058,7,4,6,19,49,19.816666666666666
1059,7,4,7,19,7,19.116666666666667
1060,7,4,8,21,3,21.05
1061,7,4,9,18,3,18.05
1062,7,5,1,17,41,17.683333333333334
1063,7,5,2,18,24,18.4
1064,7,5,3,17,16,17.266666666666666
1065,7,5,4,16,43,16.716666666666665
1066,7,5,5,15,41,15.683333333333334
1067,7,5,6,17,15,17.25
1068,7,5,7,17,18,17.3
1069,7,5,8,18,23,18.383333333333333
1070,7,5,9,21,5,21.083333333333332
1071,7,6,1,17,7,17.116666666666667
1072,7,6,2,16,13,16.216666666666665
1073,7,6,3,17,19,17.316666666666666
1074,7,6,4,17,9,17.15
1075,7,6,5,17,24,17.4
1076,7,6,6,17,3,17.05
1077,7,6,7,16,27,16.45
1078,7,6,8,16,16,16.266666666666666
1079,7,6,9,16,44,16.733333333333334
1080,7,7,1,15,15,15.25
1081,7,7,2,16,34,16.566666666666666
1082,7,7,3,15,57,15.95
1083,7,7,4,15,34,15.566666666666666
1084,7,7,5,18,50,18.833333333333332
1085,7,7,6,15,45,15.75
1086,7,7,7,15,52,15.866666666666667
1087,7,7,8,16,37,16.616666666666667
1088,7,7,9,17,5,17.083333333333332
1089,7,8,1,16,58,16.966666666666665
1090,7,8,2,18,11,18.183333333333334
1091,7,8,3,15,26,15.433333333333334
1092,7,8,4,16,41,16.683333333333334
1093,7,8,5,15,42,15.7
1094,7,8,6,15,59,15.983333333333333
1095,7,8,7,16,15,16.25
1096,7,8,8,16,10,16.166666666666668
1097,7,8,9,17,32,17.533333333333335
1098,7,9,1,15,30,15.5
1099,7,9,2,17,10,17.166666666666668
1100,7,9,3,15,49,15.816666666666666
1101,7,9,4,16,48,16.8
1102,7,9,5,17,49,17.816666666666666
1103,7,9,6,14,55,14.916666666666666
1104,7,9,7,16,60,17.0
1105,7,9,8,18,13,18.216666666666665
1106,7,9,9,15,39,15.65
1107,7,10,1,14,45,14.75
1108,7,10,2,17,34,17.566666666666666
1109,7,10,3,17,25,17.416666666666668
1110,7,10,4,15,59,15.983333333333333
1111,7,10,5,17,12,17.2
1112,7,10,6,16,55,16.916666666666668
1113,7,10,7,18,23,18.383333333333333
1114,7,10,8,17,13,17.216666666666665
1115,7,10,9,17,42,17.7
1116,7,11,1,16,8,16.133333333333333
1117,7,11,2,14,34,14.566666666666666
1118,7,11,3,16,0,16.0
1119,7,11,4,15,54,15.9
1120,7,11,5,16,16,16.266666666666666
1121,7,11,6,16,48,16.8
1122,7,11,7,16,4,16.066666666666666
1123,7,11,8,17,0,17.0
1124,7,11,9,16,55,16.916666666666668
1125,7,12,1,16,8,16.133333333333333
1126,7,12,2,16,3,16.05
1127,7,12,3,16,33,16.55
1128,7,12,4,16,7,16.116666666666667
1129,7,12,5,16,36,16.6
1130,7,12,6,16,36,16.6
1131,7,12,7,16,50,16.833333333333332
1132,7,12,8,16,27,16.45
1133,7,12,9,15,16,15.266666666666667
1134,7,13,1,16,38,16.633333333333333
1135,7,13,2,14,50,14.833333333333334
1136,7,13,3,16,10,16.166666666666668
1137,7,13,4,17,32,17.533333333333335
1138,7,13,5,15,18,15.3
1139,7,13,6,14,58,14.966666666666667
1140,7,13,7,17,49,17.816666666666666
1141,7,13,8,17,29,17.483333333333334
1142,7,13,9,16,39,16.65
1143,7,14,1,16,10,16.166666666666668
1144,7,14,2,14,60,15.0
1145,7,14,3,16,55,16.916666666666668
1146,7,14,4,16,55,16.916666666666668
1147,7,14,5,17,22,17.366666666666667
1148,7,14,6,15,34,15.566666666666666
1149,7,14,7,14,58,14.966666666666667
1150,7,14,8,15,36,15.6
1151,7,14,9,16,13,16.216666666666665
1152,7,15,1,16,32,16.533333333333335
1153,7,15,2,16,29,16.483333333333334
1154,7,15,3,15,1,15.016666666666667
1155,7,15,4,15,38,15.633333333333333
1156,7,15,5,15,34,15.566666666666666
1157,7,15,6,16,39,16.65
1158,7,15,7,16,25,16.416666666666668
1159,7,15,8,18,11,18.183333333333334
1160,7,15,9,17,20,17.333333333333332
1161,7,16,1,16,59,16.983333333333334
1162,7,16,2,15,40,15.666666666666666
1163,7,16,3,15,34,15.566666666666666
1164,7,16,4,15,30,15.5
1165,7,16,5,15,47,15.783333333333333
1166,7,16,6,16,50,16.833333333333332
1167,7,16,7,14,55,14.916666666666666
1168,7,16,8,16,6,16.1
1169,7,16,9,17,3,17.05
1170,7,17,1,17,12,17.2
1171,7,17,2,15,59,15.983333333333333
1172,7,17,3,16,17,16.283333333333335
1173,7,17,4,15,39,15.65
1174,7,17,5,15,8,15.133333333333333
1175,7,17,6,16,45,16.75
1176,7,17,7,16,30,16.5
1177,7,17,8,16,3,16.05
1178,7,17,9,15,3,15.05
1179,7,18,1,16,13,16.216666666666665
1180,7,18,2,17,11,17.183333333333334
1181,7,18,3,16,16,16.266666666666666
1182,7,18,4,17,11,17.183333333333334
1183,7,18,5,14,12,14.2
1184,7,18,6,17,34,17.566666666666666
1185,7,18,7,17,38,17.633333333333333
1186,7,18,8,15,54,15.9
1187,7,18,9,17,5,17.083333333333332
1188,7,19,1,17,14,17.233333333333334
1189,7,19,2,16,19,16.316666666666666
1190,7,19,3,17,52,17.866666666666667
1191,7,19,4,17,2,17.033333333333335
1192,7,19,5,16,1,16.016666666666666
1193,7,19,6,15,18,15.3
1194,7,19,7,16,9,16.15
1195,7,19,8,17,35,17.583333333333332
1196,7,19,9,15,52,15.866666666666667
1197,8,1,1,14,59,14.983333333333333
1198,8,1,2,16,21,16.35
1199,8,1,3,13,18,13.3
1200,8,1,4,17,5,17.083333333333332
1201,8,1,5,15,54,15.9
1202,8,1,6,14,8,14.133333333333333
1203,8,1,7,14,43,14.716666666666667
1204,8,1,8,14,39,14.65
1205,8,1,9,14,48,14.8
1206,8,2,1,15,47,15.783333333333333
1207,8,2,2,14,1,14.016666666666667
1208,8,2,3,16,18,16.3
1209,8,2,4,17,3,17.05
1210,8,2,5,14,33,14.55
1211,8,2,6,17,15,17.25
1212,8,2,7,12,58,12.966666666666667
1213,8,2,8,15,16,15.266666666666667
1214,8,2,9,15,1,15.016666666666667
1215,8,3,1,16,38,16.633333333333333
1216,8,3,2,14,51,14.85
1217,8,3,3,17,25,17.416666666666668
1218,8,3,4,17,58,17.966666666666665
1219,8,3,5,16,50,16.833333333333332
1220,8,3,6,14,55,14.916666666666666
1221,8,3,7,16,43,16.716666666666665
1222,8,3,8,16,14,16.233333333333334
1223,8,3,9,18,27,18.45
1224,8,4,1,14,45,14.75
1225,8,4,2,15,54,15.9
1226,8,4,3,17,37,17.616666666666667
1227,8,4,4,17,5,17.083333333333332
1228,8,4,5,15,56,15.933333333333334
1229,8,4,6,16,15,16.25
1230,8,4,7,17,8,17.133333333333333
1231,8,4,8,16,33,16.55
1232,8,4,9,15,36,15.6
1233,8,5,1,14,36,14.6
1234,8,5,2,15,0,15.0
1235,8,5,3,15,7,15.116666666666667
1236,8,5,4,14,8,14.133333333333333
1237,8,5,5,14,21,14.35
1238,8,5,6,15,45,15.75
1239,8,5,7,13,38,13.633333333333333
1240,8,5,8,15,44,15.733333333333333
1241,8,5,9,13,56,13.933333333333334
1242,8,6,1,14,27,14.45
1243,8,6,2,13,33,13.55
1244,8,6,3,13,38,13.633333333333333
1245,8,6,4,13,5,13.083333333333334
1246,8,6,5,12,11,12.183333333333334
1247,8,6,6,14,40,14.666666666666666
1248,8,6,7,12,31,12.516666666666667
1249,8,6,8,14,36,14.6
1250,8,6,9,13,40,13.666666666666666
1251,8,7,1,12,24,12.4
1252,8,7,2,12,27,12.45
1253,8,7,3,12,6,12.1
1254,8,7,4,13,10,13.166666666666666
1255,8,7,5,10,41,10.683333333333334
1256,8,7,6,12,6,12.1
1257,8,7,7,13,9,13.15
1258,8,7,8,11,42,11.7
1259,8,7,9,13,22,13.366666666666667
1260,8,8,1,13,16,13.266666666666667
1261,8,8,2,12,45,12.75
1262,8,8,3,12,14,12.233333333333333
1263,8,8,4,12,37,12.616666666666667
1264,8,8,5,12,39,12.65
1265,8,8,6,12,8,12.133333333333333
1266,8,8,7,11,4,11.066666666666666
1267,8,8,8,11,44,11.733333333333333
1268,8,8,9,12,11,12.183333333333334
1269,8,9,1,13,10,13.166666666666666
1270,8,9,2,12,30,12.5
1271,8,9,3,11,2,11.033333333333333
1272,8,9,4,12,40,12.666666666666666
1273,8,9,5,11,53,11.883333333333333
1274,8,9,6,13,26,13.433333333333334
1275,8,9,7,9,48,9.8
1276,8,9,8,11,34,11.566666666666666
1277,8,9,9,11,40,11.666666666666666
1278,8,10,1,13,6,13.1
1279,8,10,2,11,54,11.9
1280,8,10,3,13,33,13.55
1281,8,10,4,11,3,11.05
1282,8,10,5,12,43,12.716666666666667
1283,8,10,6,12,53,12.883333333333333
1284,8,10,7,11,39,11.65
1285,8,10,8,11,26,11.433333333333334
1286,8,10,9,12,24,12.4
1287,8,11,1,12,12,12.2
1288,8,11,2,10,33,10.55
1289,8,11,3,12,6,12.1
1290,8,11,4,11,17,11.283333333333333
1291,8,11,5,11,30,11.5
1292,8,11,6,11,59,11.983333333333333
1293,8,11,7,10,49,10.816666666666666
1294,8,11,8,11,30,11.5
1295,8,11,9,12,2,12.033333333333333
1296,8,12,1,12,3,12.05
1297,8,12,2,11,42,11.7
1298,8,12,3,13,35,13.583333333333334
1299,8,12,4,12,31,12.516666666666667
1300,8,12,5,12,26,12.433333333333334
1301,8,12,6,11,38,11.633333333333333
1302,8,12,7,11,5,11.083333333333334
1303,8,12,8,11,4,11.066666666666666
1304,8,12,9,13,20,13.333333333333334
1305,8,13,1,10,7,10.116666666666667
1306,8,13,2,11,34,11.566666666666666
1307,8,13,3,11,5,11.083333333333334
1308,8,13,4,12,5,12.083333333333334
1309,8,13,5,11,55,11.916666666666666
1310,8,13,6,11,32,11.533333333333333
1311,8,13,7,11,60,12.0
1312,8,13,8,12,5,12.083333333333334
1313,8,13,9,12,8,12.133333333333333
1314,8,14,1,11,30,11.5
1315,8,14,2,13,15,13.25
1316,8,14,3,11,0,11.0
1317,8,14,4,11,39,11.65
1318,8,14,5,12,2,12.033333333333333
1319,8,14,6,11,20,11.333333333333334
1320,8,14,7,12,27,12.45
1321,8,14,8,12,25,12.416666666666666
1322,8,14,9,10,28,10.466666666666667
1323,8,15,1,12,53,12.883333333333333
1324,8,15,2,11,33,11.55
1325,8,15,3,12,39,12.65
1326,8,15,4,11,14,11.233333333333333
1327,8,15,5,11,47,11.783333333333333
1328,8,15,6,10,30,10.5
1329,8,15,7,11,5,11.083333333333334
1330,8,15,8,12,6,12.1
1331,8,15,9,12,1,12.016666666666667
1332,8,16,1,10,27,10.45
1333,8,16,2,11,28,11.466666666666667
1334,8,16,3,11,7,11.116666666666667
1335,8,16,4,10,35,10.583333333333334
1336,8,16,5,13,20,13.333333333333334
1337,8,16,6,11,16,11.266666666666667
1338,8,16,7,12,24,12.4
1339,8,16,8,11,12,11.2
1340,8,16,9,11,41,11.683333333333334
1341,8,17,1,11,40,11.666666666666666
1342,8,17,2,11,54,11.9
1343,8,17,3,12,59,12.983333333333333
1344,8,17,4,12,12,12.2
1345,8,17,5,13,8,13.133333333333333
1346,8,17,6,10,43,10.716666666666667
1347,8,17,7,11,31,11.516666666666667
1348,8,17,8,11,45,11.75
1349,8,17,9,12,7,12.116666666666667
1350,8,18,1,11,2,11.033333333333333
1351,8,18,2,11,33,11.55
1352,8,18,3,12,19,12.316666666666666
1353,8,18,4,10,46,10.766666666666667
1354,8,18,5,11,19,11.316666666666666
1355,8,18,6,10,57,10.95
1356,8,18,7,10,35,10.583333333333334
1357,8,18,8,13,2,13.033333333333333
1358,8,18,9,12,6,12.1
1359,8,19,1,11,25,11.416666666666666
1360,8,19,2,11,30,11.5
1361,8,19,3,11,59,11.983333333333333
1362,8,19,4,10,52,10.866666666666667
1363,8,19,5,10,19,10.316666666666666
1364,8,19,6,11,49,11.816666666666666
1365,8,19,7,13,4,13.066666666666666
1366,8,19,8,11,38,11.633333333333333
1367,8,19,9,12,10,12.166666666666666
1368,9,1,1,12,9,12.15
1369,9,1,2,10,19,10.316666666666666
1370,9,1,3,12,59,12.983333333333333
1371,9,1,4,10,36,10.6
1372,9,1,5,9,14,9.233333333333333
1373,9,1,6,10,49,10.816666666666666
1374,9,1,7,12,7,12.116666666666667
1375,9,1,8,8,54,8.9
1376,9,1,9,12,23,12.383333333333333
1377,9,2,1,14,23,14.383333333333333
1378,9,2,2,10,30,10.5
1379,9,2,3,13,23,13.383333333333333
1380,9,2,4,12,47,12.783333333333333
1381,9,2,5,12,22,12.366666666666667
1382,9,2,6,13,13,13.216666666666667
1383,9,2,7,14,26,14.433333333333334
1384,9,2,8,13,32,13.533333333333333
1385,9,2,9,13,2,13.033333333333333
1386,9,3,1,13,1,13.016666666666667
1387,9,3,2,12,40,12.666666666666666
1388,9,3,3,11,40,11.666666666666666
1389,9,3,4,12,36,12.6
1390,9,3,5,13,42,13.7
1391,9,3,6,12,23,12.383333333333333
1392,9,3,7,13,6,13.1
1393,9,3,8,13,49,13.816666666666666
1394,9,3,9,13,33,13.55
1395,9,4,1,12,52,12.866666666666667
1396,9,4,2,12,35,12.583333333333334
1397,9,4,3,13,33,13.55
1398,9,4,4,11,55,11.916666666666666
1399,9,4,5,13,26,13.433333333333334
1400,9,4,6,12,39,12.65
1401,9,4,7,11,19,11.316666666666666
1402,9,4,8,12,7,12.116666666666667
1403,9,4,9,14,16,14.266666666666667
1404,9,5,1,10,41,10.683333333333334
1405,9,5,2,9,33,9.55
1406,9,5,3,12,2,12.033333333333333
1407,9,5,4,9,16,9.266666666666667
1408,9,5,5,10,50,10.833333333333334
1409,9,5,6,11,9,11.15
1410,9,5,7,11,14,11.233333333333333
1411,9,5,8,10,32,10.533333333333333
1412,9,5,9,12,45,12.75
1413,9,6,1,9,0,9.0
1414,9,6,2,9,49,9.816666666666666
1415,9,6,3,9,57,9.95
1416,9,6,4,9,49,9.816666666666666
1417,9,6,5,8,11,8.183333333333334
1418,9,6,6,10,4,10.066666666666666
1419,9,6,7,9,35,9.583333333333334
1420,9,6,8,10,44,10.733333333333333
1421,9,6,9,10,3,10.05
1422,9,7,1,11,10,11.166666666666666
1423,9,7,2,10,53,10.883333333333333
1424,9,7,3,7,43,7.716666666666667
1425,9,7,4,8,41,8.683333333333334
1426,9,7,5,9,42,9.7
1427,9,7,6,9,32,9.533333333333333
1428,9,7,7,9,34,9.566666666666666
1429,9,7,8,8,33,8.55
1430,9,7,9,9,0,9.0
1431,9,8,1,8,52,8.866666666666667
1432,9,8,2,7,58,7.966666666666667
1433,9,8,3,8,12,8.2
1434,9,8,4,9,45,9.75
1435,9,8,5,7,38,7.633333333333333
1436,9,8,6,7,44,7.733333333333333
1437,9,8,7,8,15,8.25
1438,9,8,8,6,52,6.866666666666667
1439,9,8,9,6,50,6.833333333333333
1440,9,9,1,7,3,7.05
1441,9,9,2,7,37,7.616666666666667
1442,9,9,3,7,55,7.916666666666667
1443,9,9,4,5,59,5.983333333333333
1444,9,9,5,8,2,8.033333333333333
1445,9,9,6,8,37,8.616666666666667
1446,9,9,7,8,18,8.3
1447,9,9,8,7,45,7.75
1448,9,9,9,8,17,8.283333333333333
1449,9,10,1,7,52,7.866666666666667
1450,9,10,2,7,6,7.1
1451,9,10,3,6,42,6.7
1452,9,10,4,7,39,7.65
1453,9,10,5,7,23,7.383333333333334
1454,9,10,6,7,10,7.166666666666667
1455,9,10,7,7,43,7.716666666666667
1456,9,10,8,8,31,8.516666666666667
1457,9,10,9,8,56,8.933333333333334
1458,9,11,1,8,49,8.816666666666666
1459,9,11,2,7,37,7.616666666666667
1460,9,11,3,6,16,6.266666666666667
1461,9,11,4,8,54,8.9
1462,9,11,5,8,35,8.583333333333334
1463,9,11,6,9,27,9.45
