,Num_Cashiers,Num_Servers,Num_Ushers,Average_Wait_Minutes,Average_Wait_Seconds
1134,7,13,1,16,38
1135,7,13,2,14,50
1136,7,13,3,16,10
1137,7,13,4,17,32
1138,7,13,5,15,18
1139,7,13,6,14,58
1140,7,13,7,17,49
1141,7,13,8,17,29
1142,7,13,9,16,39
1143,7,14,1,16,10
1144,7,14,2,14,60
1145,7,14,3,16,55
1146,7,14,4,16,55
1147,7,14,5,17,22
1148,7,14,6,15,34
1149,7,14,7,14,58
1150,7,14,8,15,36
1151,7,14,9,16,13
1152,7,15,1,16,32
1153,7,15,2,16,29
1154,7,15,3,15,1
1155,7,15,4,15,38
1156,7,15,5,15,34
1157,7,15,6,16,39
1158,7,15,7,16,25
1159,7,15,8,18,11
1160,7,15,9,17,20
1161,7,16,1,16,59
1162,7,16,2,15,40
1163,7,16,3,15,34
1164,7,16,4,15,30
1165,7,16,5,15,47
1166,7,16,6,16,50
1167,7,16,7,14,55
1168,7,16,8,16,6
1169,7,16,9,17,3
1170,7,17,1,17,12
1171,7,17,2,15,59
1172,7,17,3,16,17
1173,7,17,4,15,39
1174,7,17,5,15,8
1175,7,17,6,16,45
1176,7,17,7,16,30
1177,7,17,8,16,3
1178,7,17,9,15,3
1179,7,18,1,16,13
1180,7,18,2,17,11
1181,7,18,3,16,16
1182,7,18,4,17,11
1183,7,18,5,14,12
1184,7,18,6,17,34
1185,7,18,7,17,38
1186,7,18,8,15,54
1187,7,18,9,17,5
1188,7,19,1,17,14
1189,7,19,2,16,19
1190,7,19,3,17,52
1191,7,19,4,17,2
1192,7,19,5,16,1
1193,7,19,6,15,18
1194,7,19,7,16,9
1195,7,19,8,17,35
1196,7,19,9,15,52
1197,8,1,1,14,59
1198,8,1,2,16,21
1199,8,1,3,13,18
1200,8,1,4,17,5
1201,8,1,5,15,54
1202,8,1,6,14,8
1203,8,1,7,14,43
1204,8,1,8,14,39
1205,8,1,9,14,48
1206,8,2,1,15,47
1207,8,2,2,14,1
1208,8,2,3,16,18
1209,8,2,4,17,3
1210,8,2,5,14,33
1211,8,2,6,17,15
1212,8,2,7,12,58
1213,8,2,8,15,16
1214,8,2,9,15,1
1215,8,3,1,16,38
1216,8,3,2,14,51
1217,8,3,3,17,25
1218,8,3,4,17,58
1219,8,3,5,16,50
1220,8,3,6,14,55
1221,8,3,7,16,43
1222,8,3,8,16,14
1223,8,3,9,18,27
1224,8,4,1,14,45
1225,8,4,2,15,54
1226,8,4,3,17,37
1227,8,4,4,17,5
1228,8,4,5,15,56
1229,8,4,6,16,15
1230,8,4,7,17,8
1231,8,4,8,16,33
1232,8,4,9,15,36
1233,8,5,1,14,36
1234,8,5,2,15,0
1235,8,5,3,15,7
1236,8,5,4,14,8
1237,8,5,5,14,21
1238,8,5,6,15,45
1239,8,5,7,13,38
1240,8,5,8,15,44
1241,8,5,9,13,56
1242,8,6,1,14,27
1243,8,6,2,13,33
1244,8,6,3,13,38
1245,8,6,4,13,5
1246,8,6,5,12,11
1247,8,6,6,14,40
1248,8,6,7,12,31
1249,8,6,8,14,36
1250,8,6,9,13,40
1251,8,7,1,12,24
1252,8,7,2,12,27
1253,8,7,3,12,6
1254,8,7,4,13,10
1255,8,7,5,10,41
1256,8,7,6,12,6
1257,8,7,7,13,9
1258,8,7,8,11,42
1259,8,7,9,13,22
1260,8,8,1,13,16
1261,8,8,2,12,45
1262,8,8,3,12,14
1263,8,8,4,12,37
1264,8,8,5,12,39
1265,8,8,6,12,8
1266,8,8,7,11,4
1267,8,8,8,11,44
1268,8,8,9,12,11
1269,8,9,1,13,10
1270,8,9,2,12,30
1271,8,9,3,11,2
1272,8,9,4,12,40
1273,8,9,5,11,53
1274,8,9,6,13,26
1275,8,9,7,9,48
1276,8,9,8,11,34
1277,8,9,9,11,40
1278,8,10,1,13,6
1279,8,10,2,11,54
1280,8,10,3,13,33
1281,8,10,4,11,3
1282,8,10,5,12,43
1283,8,10,6,12,53
1284,8,10,7,11,39
1285,8,10,8,11,26
1286,8,10,9,12,24
1287,8,11,1,12,12
1288,8,11,2,10,33
1289,8,11,3,12,6
1290,8,11,4,11,17
1291,8,11,5,11,30
1292,8,11,6,11,59
1293,8,11,7,10,49
1294,8,11,8,11,30
1295,8,11,9,12,2
1296,8,12,1,12,3
1297,8,12,2,11,42
1298,8,12,3,13,35
1299,8,12,4,12,31
1300,8,12,5,12,26
1301,8,12,6,11,38
1302,8,12,7,11,5
1303,8,12,8,11,4
1304,8,12,9,13,20
1305,8,13,1,10,7
1306,8,13,2,11,34
1307,8,13,3,11,5
1308,8,13,4,12,5
1309,8,13,5,11,55
1310,8,13,6,11,32
1311,8,13,7,11,60
1312,8,13,8,12,5
1313,8,13,9,12,8
1314,8,14,1,11,30
1315,8,14,2,13,15
1316,8,14,3,11,0
1317,8,14,4,11,39
1318,8,14,5,12,2
1319,8,14,6,11,20
1320,8,14,7,12,27
1321,8,14,8,12,25
1322,8,14,9,10,28
1323,8,15,1,12,53
1324,8,15,2,11,33
1325,8,15,3,12,39
1326,8,15,4,11,14
1327,8,15,5,11,47
1328,8,15,6,10,30
1329,8,15,7,11,5
1330,8,15,8,12,6
1331,8,15,9,12,1
1332,8,16,1,10,27
1333,8,16,2,11,28
1334,8,16,3,11,7
1335,8,16,4,10,35
1336,8,16,5,13,20
1337,8,16,6,11,16
1338,8,16,7,12,24
1339,8,16,8,11,12
1340,8,16,9,11,41
1341,8,17,1,11,40
1342,8,17,2,11,54
1343,8,17,3,12,59
1344,8,17,4,12,12
1345,8,17,5,13,8
1346,8,17,6,10,43
1347,8,17,7,11,31
1348,8,17,8,11,45
1349,8,17,9,12,7
1350,8,18,1,11,2
1351,8,18,2,11,33
1352,8,18,3,12,19
1353,8,18,4,10,46
1354,8,18,5,11,19
1355,8,18,6,10,57
1356,8,18,7,10,35
1357,8,18,8,13,2
1358,8,18,9,12,6
1359,8,19,1,11,25
1360,8,19,2,11,30
1361,8,19,3,11,59
1362,8,19,4,10,52
1363,8,19,5,10,19
1364,8,19,6,11,49
1365,8,19,7,13,4
1366,8,19,8,11,38
1367,8,19,9,12,10
1368,9,1,1,12,9
1369,9,1,2,10,19
1370,9,1,3,12,59
1371,9,1,4,10,36
1372,9,1,5,9,14
1373,9,1,6,10,49
1374,9,1,7,12,7
1375,9,1,8,8,54
1376,9,1,9,12,23
1377,9,2,1,14,23
1378,9,2,2,10,30
1379,9,2,3,13,23
1380,9,2,4,12,47
1381,9,2,5,12,22
1382,9,2,6,13,13
1383,9,2,7,14,26
1384,9,2,8,13,32
1385,9,2,9,13,2
1386,9,3,1,13,1
1387,9,3,2,12,40
1388,9,3,3,11,40
1389,9,3,4,12,36
1390,9,3,5,13,42
1391,9,3,6,12,23
1392,9,3,7,13,6
1393,9,3,8,13,49
1394,9,3,9,13,33
1395,9,4,1,12,52
1396,9,4,2,12,35
1397,9,4,3,13,33
1398,9,4,4,11,55
1399,9,4,5,13,26
1400,9,4,6,12,39
1401,9,4,7,11,19
1402,9,4,8,12,7
1403,9,4,9,14,16
1404,9,5,1,10,41
1405,9,5,2,9,33
1406,9,5,3,12,2
1407,9,5,4,9,16
1408,9,5,5,10,50
1409,9,5,6,11,9
1410,9,5,7,11,14
1411,9,5,8,10,32
1412,9,5,9,12,45
1413,9,6,1,9,0
1414,9,6,2,9,49
1415,9,6,3,9,57
1416,9,6,4,9,49
1417,9,6,5,8,11
1418,9,6,6,10,4
1419,9,6,7,9,35
1420,9,6,8,10,44
1421,9,6,9,10,3
1422,9,7,1,11,10
1423,9,7,2,10,53
1424,9,7,3,7,43
1425,9,7,4,8,41
1426,9,7,5,9,42
1427,9,7,6,9,32
1428,9,7,7,9,34
1429,9,7,8,8,33
1430,9,7,9,9,0
1431,9,8,1,8,52
1432,9,8,2,7,58
1433,9,8,3,8,12
1434,9,8,4,9,45
1435,9,8,5,7,38
1436,9,8,6,7,44
1437,9,8,7,8,15
1438,9,8,8,6,52
1439,9,8,9,6,50
1440,9,9,1,7,3
1441,9,9,2,7,37
1442,9,9,3,7,55
1443,9,9,4,5,59
1444,9,9,5,8,2
1445,9,9,6,8,37
1446,9,9,7,8,18
1447,9,9,8,7,45
1448,9,9,9,8,17
1449,9,10,1,7,52
1450,9,10,2,7,6
1451,9,10,3,6,42
1452,9,10,4,7,39
1453,9,10,5,7,23
1454,9,10,6,7,10
1455,9,10,7,7,43
1456,9,10,8,8,31
1457,9,10,9,8,56
1458,9,11,1,8,49
1459,9,11,2,7,37
1460,9,11,3,6,16
1461,9,11,4,8,54
1462,9,11,5,8,35
1463,9,11,6,9,27
1464,9,11,7,7,3
1465,9,11,8,6,23
1466,9,11,9,8,50
1467,9,12,1,7,20
1468,9,12,2,7,5
1469,9,12,3,6,43
1470,9,12,4,5,23
1471,9,12,5,7,36
1472,9,12,6,7,40
1473,9,12,7,7,54
1474,9,12,8,8,17
1475,9,12,9,7,41
1476,9,13,1,5,58
1477,9,13,2,5,58
1478,9,13,3,7,57
1479,9,13,4,6,46
1480,9,13,5,8,39
1481,9,13,6,8,16
1482,9,13,7,8,4
1483,9,13,8,6,30
1484,9,13,9,8,26
1485,9,14,1,7,23
1486,9,14,2,6,38
1487,9,14,3,7,14
1488,9,14,4,6,50
1489,9,14,5,7,16
1490,9,14,6,7,54
1491,9,14,7,7,58
1492,9,14,8,8,29
1493,9,14,9,7,39
1494,9,15,1,8,0
1495,9,15,2,7,31
1496,9,15,3,6,24
1497,9,15,4,8,3
1498,9,15,5,8,20
1499,9,15,6,7,42
1500,9,15,7,6,30
1501,9,15,8,8,17
1502,9,15,9,7,18
1503,9,16,1,8,26
1504,9,16,2,7,38
1505,9,16,3,7,48
1506,9,16,4,9,56
1507,9,16,5,7,3
1508,9,16,6,7,44
1509,9,16,7,10,13
1510,9,16,8,8,4
1511,9,16,9,7,40
1512,9,17,1,6,23
1513,9,17,2,9,54
1514,9,17,3,7,53
1515,9,17,4,7,52
1516,9,17,5,6,48
1517,9,17,6,7,46
1518,9,17,7,8,48
1519,9,17,8,6,24
1520,9,17,9,7,31
1521,9,18,1,6,11
1522,9,18,2,7,22
1523,9,18,3,9,48
1524,9,18,4,8,49
1525,9,18,5,9,6
1526,9,18,6,7,11
1527,9,18,7,8,24
1528,9,18,8,7,37
1529,9,18,9,7,17
1530,9,19,1,8,59
1531,9,19,2,6,58
1532,9,19,3,6,45
1533,9,19,4,8,43
1534,9,19,5,8,0
1535,9,19,6,8,27
1536,9,19,7,7,24
1537,9,19,8,7,21
1538,9,19,9,6,30
1539,10,1,1,6,56
1540,10,1,2,7,16
1541,10,1,3,8,6
1542,10,1,4,7,5
1543,10,1,5,6,52
1544,10,1,6,7,8
1545,10,1,7,6,39
1546,10,1,8,6,35
1547,10,1,9,7,29
1548,10,2,1,9,35
1549,10,2,2,10,36
1550,10,2,3,8,28
1551,10,2,4,8,48
1552,10,2,5,10,6
1553,10,2,6,8,52
1554,10,2,7,9,56
1555,10,2,8,9,40
1556,10,2,9,10,34
1557,10,3,1,10,36
1558,10,3,2,10,4
1559,10,3,3,9,42
1560,10,3,4,11,8
1561,10,3,5,10,46
1562,10,3,6,10,33
1563,10,3,7,10,24
1564,10,3,8,11,5
1565,10,3,9,10,52
1566,10,4,1,10,45
1567,10,4,2,10,34
1568,10,4,3,11,25
1569,10,4,4,7,54
1570,10,4,5,11,7
1571,10,4,6,8,39
1572,10,4,7,10,22
1573,10,4,8,11,44
1574,10,4,9,11,52
1575,10,5,1,8,54
1576,10,5,2,10,27
1577,10,5,3,8,5
1578,10,5,4,7,27
1579,10,5,5,9,21
1580,10,5,6,9,9
1581,10,5,7,10,10
1582,10,5,8,10,17
1583,10,5,9,10,29
1584,10,6,1,8,52
1585,10,6,2,8,51
1586,10,6,3,6,46
1587,10,6,4,7,5
1588,10,6,5,8,23
1589,10,6,6,6,36
1590,10,6,7,5,0
1591,10,6,8,8,33
1592,10,6,9,7,19
1593,10,7,1,5,27
1594,10,7,2,6,18
1595,10,7,3,5,31
1596,10,7,4,6,42
1597,10,7,5,5,16
1598,10,7,6,5,5
1599,10,7,7,8,5
1600,10,7,8,6,22
1601,10,7,9,6,24
1602,10,8,1,4,35
1603,10,8,2,5,5
1604,10,8,3,4,27
1605,10,8,4,4,31
1606,10,8,5,4,32
1607,10,8,6,3,47
1608,10,8,7,5,29
1609,10,8,8,4,54
1610,10,8,9,5,22
1611,10,9,1,4,16
1612,10,9,2,4,17
1613,10,9,3,4,13
1614,10,9,4,3,39
1615,10,9,5,3,45
1616,10,9,6,4,39
1617,10,9,7,4,14
1618,10,9,8,4,55
1619,10,9,9,4,29
1620,10,10,1,4,12
1621,10,10,2,3,59
1622,10,10,3,4,23
1623,10,10,4,3,43
1624,10,10,5,5,26
1625,10,10,6,4,44
1626,10,10,7,4,14
1627,10,10,8,3,38
1628,10,10,9,3,57
1629,10,11,1,5,23
1630,10,11,2,4,24
1631,10,11,3,3,55
1632,10,11,4,3,57
1633,10,11,5,4,18
1634,10,11,6,3,36
1635,10,11,7,4,53
1636,10,11,8,4,30
1637,10,11,9,4,11
1638,10,12,1,4,36
1639,10,12,2,3,48
1640,10,12,3,5,27
1641,10,12,4,4,31
1642,10,12,5,4,57
1643,10,12,6,4,38
1644,10,12,7,4,17
1645,10,12,8,3,55
1646,10,12,9,4,33
1647,10,13,1,3,57
1648,10,13,2,4,16
1649,10,13,3,3,52
1650,10,13,4,3,40
1651,10,13,5,4,20
1652,10,13,6,4,12
1653,10,13,7,3,47
1654,10,13,8,4,6
1655,10,13,9,4,16
1656,10,14,1,4,39
1657,10,14,2,3,37
1658,10,14,3,3,38
1659,10,14,4,3,57
1660,10,14,5,4,7
1661,10,14,6,4,29
1662,10,14,7,4,0
1663,10,14,8,5,29
1664,10,14,9,4,36
1665,10,15,1,3,42
1666,10,15,2,4,3
1667,10,15,3,3,46
1668,10,15,4,4,12
1669,10,15,5,4,41
1670,10,15,6,4,7
1671,10,15,7,3,46
1672,10,15,8,3,58
1673,10,15,9,3,53
1674,10,16,1,4,41
1675,10,16,2,3,45
1676,10,16,3,4,7
1677,10,16,4,3,54
1678,10,16,5,3,59
1679,10,16,6,4,4
1680,10,16,7,4,1
1681,10,16,8,4,20
1682,10,16,9,4,30
1683,10,17,1,4,13
1684,10,17,2,3,38
1685,10,17,3,4,11
1686,10,17,4,4,27
1687,10,17,5,4,4
1688,10,17,6,5,17
1689,10,17,7,4,4
1690,10,17,8,4,56
1691,10,17,9,4,4
1692,10,18,1,3,57
1693,10,18,2,4,43
1694,10,18,3,4,6
1695,10,18,4,3,52
1696,10,18,5,5,53
1697,10,18,6,4,36
1698,10,18,7,4,2
1699,10,18,8,3,35
1700,10,18,9,4,2
1701,10,19,1,3,45
1702,10,19,2,4,21
1703,10,19,3,3,53
1704,10,19,4,3,41
1705,10,19,5,4,22
1706,10,19,6,4,19
1707,10,19,7,4,8
1708,10,19,8,4,4
1709,10,19,9,5,13
1710,11,1,1,6,25
1711,11,1,2,6,38
1712,11,1,3,7,14
1713,11,1,4,6,57
1714,11,1,5,6,3
1715,11,1,6,6,42
1716,11,1,7,7,15
1717,11,1,8,6,43
1718,11,1,9,5,54
1719,11,2,1,10,11
1720,11,2,2,8,56
1721,11,2,3,7,47
1722,11,2,4,8,29
1723,11,2,5,8,43
1724,11,2,6,9,19
1725,11,2,7,8,30
1726,11,2,8,8,48
1727,11,2,9,9,1
1728,11,3,1,9,33
1729,11,3,2,9,57
1730,11,3,3,10,40
1731,11,3,4,9,53
1732,11,3,5,8,34
1733,11,3,6,9,5
1734,11,3,7,9,46
1735,11,3,8,9,30
1736,11,3,9,10,30
1737,11,4,1,10,38
1738,11,4,2,10,13
1739,11,4,3,10,2
1740,11,4,4,10,43
1741,11,4,5,11,13
1742,11,4,6,9,24
1743,11,4,7,10,20
1744,11,4,8,11,6
1745,11,4,9,9,23
1746,11,5,1,7,53
1747,11,5,2,9,9
1748,11,5,3,8,50
1749,11,5,4,7,50
1750,11,5,5,8,45
1751,11,5,6,8,2
1752,11,5,7,8,8
1753,11,5,8,8,34
1754,11,5,9,8,35
1755,11,6,1,7,28
1756,11,6,2,6,51
1757,11,6,3,6,9
1758,11,6,4,6,18
1759,11,6,5,7,42
1760,11,6,6,7,7
1761,11,6,7,8,20
1762,11,6,8,7,15
1763,11,6,9,7,19
1764,11,7,1,5,18
1765,11,7,2,5,5
1766,11,7,3,4,2
1767,11,7,4,4,4
1768,11,7,5,4,4
1769,11,7,6,4,22
1770,11,7,7,6,15
1771,11,7,8,5,5
1772,11,7,9,6,0
1773,11,8,1,3,40
1774,11,8,2,4,2
1775,11,8,3,3,53
1776,11,8,4,4,6
1777,11,8,5,3,59
1778,11,8,6,4,17
1779,11,8,7,3,33
1780,11,8,8,3,38
1781,11,8,9,3,45
1782,11,9,1,3,58
1783,11,9,2,3,52
1784,11,9,3,3,38
1785,11,9,4,3,47
1786,11,9,5,3,46
1787,11,9,6,4,15
1788,11,9,7,3,34
1789,11,9,8,3,53
1790,11,9,9,3,37
1791,11,10,1,3,21
1792,11,10,2,3,36
1793,11,10,3,3,40
1794,11,10,4,3,26
1795,11,10,5,3,31
1796,11,10,6,3,39
1797,11,10,7,3,25
1798,11,10,8,3,41
1799,11,10,9,3,38
1800,11,11,1,3,42
1801,11,11,2,3,28
1802,11,11,3,3,31
1803,11,11,4,3,39
1804,11,11,5,3,33
1805,11,11,6,3,31
1806,11,11,7,3,40
1807,11,11,8,3,31
1808,11,11,9,3,36
1809,11,12,1,3,39
1810,11,12,2,3,46
1811,11,12,3,3,33
1812,11,12,4,3,31
1813,11,12,5,3,35
1814,11,12,6,3,40
1815,11,12,7,3,31
1816,11,12,8,3,23
1817,11,12,9,3,34
1818,11,13,1,3,40
1819,11,13,2,3,26
1820,11,13,3,3,30
1821,11,13,4,3,35
1822,11,13,5,3,35
1823,11,13,6,3,36
1824,11,13,7,3,31
1825,11,13,8,3,37
1826,11,13,9,3,44
1827,11,14,1,3,41
1828,11,14,2,3,42
1829,11,14,3,3,32
1830,11,14,4,3,33
1831,11,14,5,3,45
1832,11,14,6,3,33
1833,11,14,7,3,33
1834,11,14,8,3,48
1835,11,14,9,3,31
1836,11,15,1,3,38
1837,11,15,2,3,32
1838,11,15,3,3,31
1839,11,15,4,3,46
1840,11,15,5,3,22
1841,11,15,6,3,39
1842,11,15,7,3,32
1843,11,15,8,3,37
1844,11,15,9,3,23
1845,11,16,1,3,38
1846,11,16,2,3,28
1847,11,16,3,3,30
1848,11,16,4,3,39
1849,11,16,5,3,30
1850,11,16,6,3,27
1851,11,16,7,3,29
1852,11,16,8,3,60
1853,11,16,9,3,26
1854,11,17,1,3,46
1855,11,17,2,3,30
1856,11,17,3,3,42
1857,11,17,4,3,34
1858,11,17,5,3,31
1859,11,17,6,3,34
1860,11,17,7,3,36
1861,11,17,8,3,38
1862,11,17,9,3,32
1863,11,18,1,3,34
1864,11,18,2,3,29
1865,11,18,3,3,36
1866,11,18,4,3,43
1867,11,18,5,3,38
1868,11,18,6,3,39
1869,11,18,7,3,32
1870,11,18,8,3,33
1871,11,18,9,3,42
1872,11,19,1,3,38
1873,11,19,2,3,32
1874,11,19,3,3,43
1875,11,19,4,3,36
1876,11,19,5,3,29
1877,11,19,6,3,21
1878,11,19,7,3,32
1879,11,19,8,3,48
1880,11,19,9,3,46
1881,12,1,1,5,58
1882,12,1,2,5,55
1883,12,1,3,6,19
1884,12,1,4,6,28
1885,12,1,5,6,51
1886,12,1,6,5,58
1887,12,1,7,6,15
1888,12,1,8,7,59
1889,12,1,9,6,19
1890,12,2,1,9,25
1891,12,2,2,8,48
1892,12,2,3,7,55
1893,12,2,4,9,3
1894,12,2,5,9,16
1895,12,2,6,8,20
1896,12,2,7,9,9
1897,12,2,8,8,32
1898,12,2,9,9,7
1899,12,3,1,9,46
1900,12,3,2,9,49
1901,12,3,3,10,51
1902,12,3,4,9,47
1903,12,3,5,10,20
1904,12,3,6,10,17
1905,12,3,7,8,35
1906,12,3,8,10,3
1907,12,3,9,9,27
1908,12,4,1,9,33
1909,12,4,2,10,36
1910,12,4,3,8,50
1911,12,4,4,9,54
1912,12,4,5,9,52
1913,12,4,6,8,46
1914,12,4,7,10,36
1915,12,4,8,9,53
1916,12,4,9,9,16
1917,12,5,1,10,23
1918,12,5,2,9,1
1919,12,5,3,9,39
1920,12,5,4,8,58
1921,12,5,5,10,31
1922,12,5,6,8,33
1923,12,5,7,8,10
1924,12,5,8,9,11
1925,12,5,9,10,10
1926,12,6,1,7,54
1927,12,6,2,6,10
1928,12,6,3,7,24
1929,12,6,4,7,44
1930,12,6,5,8,55
1931,12,6,6,6,30
1932,12,6,7,7,6
1933,12,6,8,7,24
1934,12,6,9,6,32
1935,12,7,1,4,41
1936,12,7,2,4,60
1937,12,7,3,5,47
1938,12,7,4,4,1
1939,12,7,5,5,33
1940,12,7,6,4,24
1941,12,7,7,5,20
1942,12,7,8,6,34
1943,12,7,9,7,16
1944,12,8,1,4,8
1945,12,8,2,4,34
1946,12,8,3,5,8
1947,12,8,4,3,45
1948,12,8,5,3,50
1949,12,8,6,3,56
1950,12,8,7,3,23
1951,12,8,8,3,44
1952,12,8,9,4,14
1953,12,9,1,3,32
1954,12,9,2,3,36
1955,12,9,3,3,25
1956,12,9,4,3,45
1957,12,9,5,3,43
1958,12,9,6,3,44
1959,12,9,7,3,43
1960,12,9,8,3,45
1961,12,9,9,3,33
1962,12,10,1,3,41
1963,12,10,2,3,40
1964,12,10,3,3,25
1965,12,10,4,3,31
1966,12,10,5,3,31
1967,12,10,6,3,35
1968,12,10,7,3,28
1969,12,10,8,3,42
1970,12,10,9,3,48
1971,12,11,1,3,38
1972,12,11,2,3,28
1973,12,11,3,3,35
1974,12,11,4,3,29
1975,12,11,5,3,36
1976,12,11,6,3,38
1977,12,11,7,3,28
1978,12,11,8,3,31
1979,12,11,9,3,29
1980,12,12,1,3,29
1981,12,12,2,3,27
1982,12,12,3,3,30
1983,12,12,4,3,25
1984,12,12,5,3,38
1985,12,12,6,3,40
1986,12,12,7,3,35
1987,12,12,8,3,31
1988,12,12,9,3,19
1989,12,13,1,3,44
1990,12,13,2,3,36
1991,12,13,3,3,24
1992,12,13,4,3,35
1993,12,13,5,3,29
1994,12,13,6,3,38
1995,12,13,7,3,30
1996,12,13,8,3,30
1997,12,13,9,3,32
1998,12,14,1,3,18
1999,12,14,2,3,35
2000,12,14,3,3,35
2001,12,14,4,3,27
2002,12,14,5,3,29
2003,12,14,6,3,39
2004,12,14,7,3,35
2005,12,14,8,3,48
2006,12,14,9,3,21
2007,12,15,1,3,33
2008,12,15,2,3,21
2009,12,15,3,3,46
2010,12,15,4,3,28
2011,12,15,5,3,28
2012,12,15,6,3,20
2013,12,15,7,3,25
2014,12,15,8,3,33
2015,12,15,9,3,34
2016,12,16,1,3,25
2017,12,16,2,3,32
2018,12,16,3,3,35
2019,12,16,4,3,23
2020,12,16,5,3,30
2021,12,16,6,3,34
2022,12,16,7,3,28
2023,12,16,8,3,25
2024,12,16,9,3,28
2025,12,17,1,3,47
2026,12,17,2,3,31
2027,12,17,3,3,36
2028,12,17,4,3,26
2029,12,17,5,3,37
2030,12,17,6,3,29
2031,12,17,7,3,36
2032,12,17,8,3,34
2033,12,17,9,3,34
2034,12,18,1,3,28
2035,12,18,2,3,42
2036,12,18,3,3,33
2037,12,18,4,3,39
2038,12,18,5,3,40
2039,12,18,6,3,32
2040,12,18,7,3,22
2041,12,18,8,3,27
2042,12,18,9,3,37
2043,12,19,1,3,28
2044,12,19,2,3,36
2045,12,19,3,3,35
2046,12,19,4,3,46
2047,12,19,5,3,28
2048,12,19,6,3,30
2049,12,19,7,3,34
2050,12,19,8,3,42
2051,12,19,9,3,29
2052,13,1,1,6,28
2053,13,1,2,7,17
2054,13,1,3,7,2
2055,13,1,4,7,15
2056,13,1,5,6,27
2057,13,1,6,6,36
2058,13,1,7,6,17
2059,13,1,8,5,55
2060,13,1,9,6,53
2061,13,2,1,7,57
2062,13,2,2,9,27
2063,13,2,3,8,39
2064,13,2,4,9,27
2065,13,2,5,9,21
2066,13,2,6,8,35
2067,13,2,7,8,59
2068,13,2,8,8,22
2069,13,2,9,8,47
2070,13,3,1,10,19
2071,13,3,2,9,9
2072,13,3,3,9,25
2073,13,3,4,9,33
2074,13,3,5,9,23
2075,13,3,6,9,48
2076,13,3,7,8,47
2077,13,3,8,10,13
2078,13,3,9,9,18
2079,13,4,1,8,18
2080,13,4,2,9,60
2081,13,4,3,8,34
2082,13,4,4,10,57
2083,13,4,5,9,54
2084,13,4,6,9,14
2085,13,4,7,8,52
2086,13,4,8,10,49
2087,13,4,9,9,23
2088,13,5,1,6,14
2089,13,5,2,10,9
2090,13,5,3,9,57
2091,13,5,4,8,7
2092,13,5,5,9,40
2093,13,5,6,8,13
2094,13,5,7,9,17
2095,13,5,8,7,19
2096,13,5,9,7,34
2097,13,6,1,7,12
2098,13,6,2,6,45
2099,13,6,3,7,53
2100,13,6,4,6,18
2101,13,6,5,7,57
2102,13,6,6,4,59
2103,13,6,7,6,7
2104,13,6,8,8,18
2105,13,6,9,5,27
2106,13,7,1,4,59
2107,13,7,2,6,3
2108,13,7,3,4,45
2109,13,7,4,4,58
2110,13,7,5,7,18
2111,13,7,6,4,26
2112,13,7,7,4,15
2113,13,7,8,6,28
2114,13,7,9,5,48
2115,13,8,1,4,30
2116,13,8,2,3,38
2117,13,8,3,4,11
2118,13,8,4,3,44
2119,13,8,5,3,44
2120,13,8,6,4,8
2121,13,8,7,4,19
2122,13,8,8,3,32
2123,13,8,9,4,52
2124,13,9,1,3,38
2125,13,9,2,3,39
2126,13,9,3,3,40
2127,13,9,4,3,27
2128,13,9,5,3,48
2129,13,9,6,3,39
2130,13,9,7,3,49
2131,13,9,8,3,34
2132,13,9,9,3,41
2133,13,10,1,3,35
2134,13,10,2,3,22
2135,13,10,3,3,32
2136,13,10,4,3,37
2137,13,10,5,3,24
2138,13,10,6,3,45
2139,13,10,7,3,32
2140,13,10,8,3,34
2141,13,10,9,3,28
2142,13,11,1,3,43
2143,13,11,2,3,24
2144,13,11,3,3,26
2145,13,11,4,3,30
2146,13,11,5,3,29
2147,13,11,6,3,26
2148,13,11,7,3,35
2149,13,11,8,3,37
2150,13,11,9,3,27
2151,13,12,1,3,35
2152,13,12,2,3,21
2153,13,12,3,3,24
2154,13,12,4,3,26
2155,13,12,5,3,42
2156,13,12,6,3,48
2157,13,12,7,3,43
2158,13,12,8,3,29
2159,13,12,9,3,26
2160,13,13,1,3,31
2161,13,13,2,3,27
2162,13,13,3,3,44
2163,13,13,4,3,25
2164,13,13,5,3,41
2165,13,13,6,3,34
2166,13,13,7,3,32
2167,13,13,8,3,31
2168,13,13,9,3,26
2169,13,14,1,3,36
2170,13,14,2,3,29
2171,13,14,3,3,32
2172,13,14,4,3,14
2173,13,14,5,3,30
2174,13,14,6,3,29
2175,13,14,7,3,38
2176,13,14,8,3,19
2177,13,14,9,3,30
2178,13,15,1,3,26
2179,13,15,2,3,33
2180,13,15,3,3,30
2181,13,15,4,3,31
2182,13,15,5,3,33
2183,13,15,6,3,26
2184,13,15,7,3,30
2185,13,15,8,3,37
2186,13,15,9,3,29
2187,13,16,1,3,45
2188,13,16,2,3,39
2189,13,16,3,3,28
2190,13,16,4,3,31
2191,13,16,5,3,34
2192,13,16,6,3,31
2193,13,16,7,3,35
2194,13,16,8,3,27
2195,13,16,9,3,32
2196,13,17,1,3,41
2197,13,17,2,3,30
2198,13,17,3,3,28
2199,13,17,4,3,36
2200,13,17,5,3,32
2201,13,17,6,3,31
2202,13,17,7,3,27
2203,13,17,8,3,28
2204,13,17,9,3,40
2205,13,18,1,3,36
2206,13,18,2,3,23
