"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"1",7.6225,7.660714,7.585,7.643214,493729600,6.515212
"2",7.664286,7.699643,7.616071,7.656429,601904800,6.526476
"3",7.656429,7.686786,7.526786,7.534643,552160000,6.422665
"4",7.5625,7.571429,7.466071,7.520714,477131200,6.410791
"5",7.510714,7.571429,7.466429,7.570714,447610800,6.453412
"6",7.6,7.607143,7.444643,7.503929,462229600,6.396483
"7",7.471071,7.491786,7.372143,7.418571,594459600,6.323721
"8",7.423929,7.533214,7.289286,7.523214,605892000,6.41292
"9",7.503929,7.516429,7.465,7.479643,432894000,6.375782
"10",7.533214,7.557143,7.3525,7.354643,594067600,6.269229
"11",7.440357,7.685357,7.401429,7.68,730007600,6.546569
"12",7.675357,7.698214,7.482143,7.561786,612152800,6.445801
"13",7.574286,7.618214,7.400357,7.431071,608154400,6.334378
"14",7.385,7.410714,7.041429,7.0625,881767600,6.020201
"15",7.2325,7.310714,7.149643,7.2525,1065699600,6.18216
"16",7.355357,7.6325,7.235,7.355,1867110000,6.269535
"17",7.3875,7.520714,7.126071,7.424286,1722568400,6.328594
"18",7.318929,7.339286,7.096429,7.1175,1173502400,6.067085
"19",7.181429,7.221429,6.794643,6.859286,1245952400,5.846977
"20",6.870357,7,6.832143,6.954643,749876400,5.928262
"21",6.996786,7.011429,6.906429,6.995,698342400,5.962663
"22",6.970357,7.15,6.943571,7.115357,615328000,6.065257
"23",7.026071,7.084643,6.841786,6.858929,757652000,5.846674
"24",6.879643,7,6.816071,6.980714,850306800,5.950487
"25",6.988929,7.067143,6.928571,6.932857,478270800,5.909691
"26",7.015,7.053571,6.955357,7.006786,632886800,5.97271
"27",6.996071,7.021429,6.937857,6.968571,370361600,5.940135
"28",6.96,7.133929,6.930714,7.095357,550345600,6.048209
"29",7.075357,7.201429,6.982143,7.156429,655468800,6.100268
"30",7.212143,7.274643,7.197143,7.264286,543737600,6.192207
"31",7.2925,7.296786,7.173571,7.233929,436396800,6.16633
"32",7.201071,7.281786,7.175714,7.2475,422825200,6.1779
"33",7.209286,7.257143,7.1825,7.2025,415469600,6.139541
"34",7.226429,7.232143,7.113929,7.157857,390563600,6.101486
"35",7.142857,7.190357,6.989643,7.037857,575094800,5.999196
"36",7.079643,7.194286,7.065714,7.166429,460566400,6.108794
"37",7.049286,7.245,7.031786,7.214286,665126000,6.149586
"38",7.227857,7.3275,7.214286,7.307857,507460800,6.229348
"39",7.348214,7.482143,7.3375,7.463929,550093600,6.362387
"40",7.4975,7.529643,7.419286,7.458929,566546400,6.358126
"41",7.462143,7.495357,7.426429,7.476071,372052800,6.372736
"42",7.474286,7.532857,7.451071,7.525357,366041200,6.41475
"43",7.676429,7.846429,7.665357,7.819643,899620400,6.665603
"44",7.8575,7.860357,7.794643,7.824286,429889600,6.66956
"45",7.796786,8.035714,7.781786,7.965,920259200,6.789508
"46",7.993929,8.052857,7.971429,8.03,596218000,6.844914
"47",7.996786,8.053571,7.975714,8.053571,405700400,6.86501
"48",8.120357,8.133214,8.0625,8.092857,416323600,6.898497
"49",8.049286,8.053571,7.866071,7.994286,493502800,6.814471
"50",8.006429,8.035,7.946786,8.016071,446908000,6.833042
"51",8.032143,8.0875,7.973929,8.004286,450956800,6.822998
"52",8.003571,8.035714,7.950357,8.023214,342109600,6.839133
"53",8.028214,8.044286,7.901071,7.9375,559445600,6.766068
"54",7.873929,8.071429,7.8625,8.026786,456419600,6.842176
"55",8.058571,8.170714,8.003571,8.155714,602431200,6.952075
"56",8.13,8.221429,8.125357,8.191786,597780400,6.982824
"57",8.247143,8.248929,8.080357,8.094643,542284400,6.900019
"58",8.176786,8.283929,8.1625,8.246429,640875200,7.029404
"59",8.321429,8.3525,8.272143,8.299643,540744400,7.074762
"60",8.45,8.481429,8.366071,8.423214,527310000,7.180096
"61",8.410357,8.450357,8.373571,8.392857,430659600,7.154221
"62",8.478929,8.526071,8.3125,8.4275,603145200,7.183753
"63",8.392143,8.518214,8.384643,8.5175,684507600,7.26047
"64",8.507143,8.58,8.464286,8.555,447017200,7.292434
"65",8.555357,8.64,8.523571,8.592857,628502000,7.324704
"66",8.587143,8.626429,8.501429,8.569643,572989200,7.304919
"67",8.6225,8.638929,8.587857,8.635357,334182800,7.360932
"68",8.65,8.681071,8.636071,8.653214,333026400,7.376154
"69",8.637857,8.671429,8.611071,8.658214,306210800,7.380415
"70",8.76,8.778929,8.716786,8.774643,404076400,7.479663
"71",8.777857,8.893929,8.768214,8.89,376784800,7.577995
"72",8.8775,8.969286,8.733929,8.835714,750545600,7.531721
"73",8.8225,8.853214,8.634643,8.823929,566924400,7.521676
"74",8.876429,8.901786,8.677143,8.735357,738326400,7.446174
"75",9.242857,9.294643,9.133214,9.257857,982391200,7.891567
"76",9.222857,9.526786,9.15,9.516786,793424800,8.112279
"77",9.571071,9.720714,9.535714,9.6725,796955600,8.245008
"78",9.71,9.730714,9.578214,9.625,479068800,8.204522
"79",9.545357,9.565714,9.304286,9.358571,709343600,7.977411
"80",9.401786,9.428571,9.1575,9.342857,758402400,7.964016
"81",9.393571,9.642857,9.3575,9.594286,558840800,8.178342
"82",9.618214,9.663214,9.321429,9.324643,542463600,7.948491
"83",9.422857,9.567143,9.388571,9.5125,454342000,8.108624
"84",9.388929,9.403214,9.169643,9.238571,723819600,7.875125
"85",9.036786,9.219286,8.883214,9.1425,883103200,7.79323
"86",9.065357,9.223214,7.116071,8.794643,1285860800,7.49671
"87",8.703929,8.806071,8.043214,8.423571,1676018400,7.180401
"88",8.9375,9.094643,8.876071,9.071071,984306400,7.732341
"89",8.994286,9.281786,8.946429,9.161429,848906800,7.809366
"90",9.258571,9.3975,9.239286,9.360357,654379600,7.97894
"91",9.400714,9.464286,9.157143,9.227143,599712400,7.865381
"92",9.112857,9.16,8.910714,9.065,759362800,7.727169
"93",9.096429,9.149286,8.846786,9.079286,762834800,7.739346
"94",9.177857,9.233929,8.937857,9.012857,782678400,7.682724
"95",8.910714,9.032857,8.744643,8.869286,1025726800,7.56034
"96",8.638571,8.708929,8.436071,8.491429,1282915200,7.238246
"97",8.315,8.732143,8.2625,8.654286,1223891200,7.37707
"98",8.831429,8.960714,8.795,8.812857,754238800,7.512239
"99",8.548214,8.812857,8.47,8.757857,1048006400,7.465356
"100",8.931429,9.004643,8.705357,8.718214,850654000,7.431561
"101",8.95,9.0675,8.896786,9.048214,666282400,7.712859
"102",9.263929,9.264286,9.048214,9.174286,815614800,7.820323
"103",9.274643,9.497857,9.248571,9.315357,876472800,7.94058
"104",9.447857,9.457143,9.2975,9.426786,688548000,8.035563
"105",9.470714,9.483929,9.300357,9.397143,650106800,8.010296
"106",9.221786,9.353571,9.093929,9.141429,758304400,7.792318
"107",9.224643,9.255357,8.948214,8.962143,886942000,7.639489
"108",9.044286,9.064286,8.773214,8.904643,1000770400,7.590476
"109",8.981071,8.996429,8.660357,8.685714,854630000,7.403859
"110",8.744286,8.963571,8.65,8.946786,776356000,7.626401
"111",8.865357,9.066429,8.834643,9.053929,545759200,7.717731
"112",9.141429,9.255357,9.071786,9.081429,602960400,7.741172
"113",9.13,9.280357,9.125,9.274643,585074000,7.905871
"114",9.325,9.5625,9.308214,9.544643,783678000,8.136024
"115",9.664286,9.746429,9.625,9.709643,872855200,8.276673
"116",9.723214,9.821429,9.693571,9.788214,784621600,8.343645
"117",9.9175,9.964643,9.5975,9.648929,776490400,8.224921
"118",9.72,9.856071,9.696429,9.780357,717262000,8.336952
"119",9.806429,9.809286,9.567857,9.6775,768457200,8.24927
"120",9.678571,9.757143,9.575,9.607143,714277200,8.189301
"121",9.645,9.6525,9.493214,9.525,549942400,8.11928
"122",9.533214,9.633929,9.447143,9.582143,584948000,8.167991
"123",9.432857,9.4425,9.082143,9.148929,1133344800,7.79871
"124",9.168214,9.213214,8.928929,8.983214,739452000,7.657454
"125",9.082143,9.1,8.686429,8.874286,1022896000,7.564601
"126",8.946071,8.961786,8.685714,8.819286,693842800,7.517717
"127",8.964286,9.028571,8.791429,8.879643,615235600,7.569167
"128",8.946071,9.241786,8.919643,9.238214,654556000,7.874817
"129",9.374286,9.389286,9.103214,9.2175,738144400,7.857162
"130",9.174643,9.282143,9.112857,9.272143,433322400,7.903742
"131",9.233214,9.351786,9.102143,9.188929,562878400,7.832806
"132",9.154286,9.157143,8.801071,8.992857,1190924000,7.665671
"133",8.906429,9.135714,8.892857,9.026071,812047600,7.693985
"134",8.865357,9.1775,8.832143,8.980357,824866000,7.655016
"135",9.042143,9.106071,8.871786,8.925,1039858400,7.607831
"136",8.924286,8.924286,8.557143,8.770714,1024478000,7.476311
"137",8.675,9.032143,8.571786,8.996071,1074950800,7.668411
"138",9.4675,9.469643,9.071429,9.08,1185671200,7.739953
"139",9.202857,9.285714,9.118214,9.250714,645318800,7.885474
"140",9.181786,9.299286,9.152857,9.283571,533388800,7.913482
"141",9.285714,9.289286,9.203929,9.26,420551600,7.893389
"142",9.316786,9.457143,9.296429,9.431429,584771600,8.039519
"143",9.416786,9.499643,9.294643,9.32,519985200,7.944536
"144",9.311071,9.380357,9.146429,9.218214,643806800,7.85777
"145",9.138929,9.275,9.103571,9.1875,448210000,7.83159
"146",9.301429,9.378214,9.272143,9.351786,428055600,7.971626
"147",9.321786,9.402143,9.265,9.354643,417653600,7.974063
"148",9.387143,9.438571,9.296786,9.392143,420375200,8.006029
"149",9.3475,9.399286,9.305357,9.346429,289097200,7.967063
"150",9.277857,9.338929,9.201071,9.288929,444897600,7.918049
"151",9.338571,9.3625,9.270357,9.348214,303128000,7.968585
"152",9.280357,9.301786,9.198214,9.264643,451920000,7.897351
"153",9.121429,9.131786,8.921786,8.935357,620054400,7.616661
"154",8.810357,9.039286,8.79,8.9925,534920400,7.66537
"155",8.9875,8.995714,8.896071,8.896429,354869200,7.583476
"156",8.842143,8.928929,8.807857,8.844286,318430000,7.539031
"157",8.931429,9.093929,8.9,8.998929,422640400,7.670847
"158",9.012857,9.095357,8.985,9.038214,339696000,7.704336
"159",9.03,9.052857,8.881429,8.924286,426706000,7.607219
"160",8.906786,9.068571,8.892857,8.915714,384230000,7.599915
"161",8.9925,9,8.758929,8.778571,414041600,7.48301
"162",8.666786,8.678571,8.523214,8.568929,602565600,7.304308
"163",8.501429,8.713929,8.471429,8.674643,596867600,7.394424
"164",8.766071,8.776786,8.581429,8.581429,466505200,7.314963
"165",8.633929,8.664643,8.412857,8.629286,548391200,7.355759
"166",8.598571,8.776786,8.595714,8.660714,383289200,7.382546
"167",8.6375,8.734286,8.583929,8.682143,420786800,7.400814
"168",8.838214,8.980714,8.795714,8.940357,697037600,7.620919
"169",8.973571,9.006071,8.8775,9.006071,415427600,7.676937
"170",9.110357,9.242143,9.089286,9.241786,520788800,7.877866
"171",9.165714,9.268929,9.151786,9.2075,342557600,7.848638
"172",9.277857,9.4425,9.253571,9.39,526551200,8.004205
"173",9.465714,9.518571,9.39,9.395357,438575200,8.008773
"174",9.399643,9.446429,9.335714,9.4075,387542400,8.019123
"175",9.493571,9.581429,9.491429,9.537143,388780000,8.12963
"176",9.5075,9.613214,9.482857,9.573571,408150400,8.160682
"177",9.5775,9.656429,9.565714,9.650714,429368800,8.226442
"178",9.651429,9.881071,9.625,9.8775,652103200,8.419754
"179",9.9175,9.927143,9.774286,9.834643,634477200,8.383224
"180",9.86,10.135,9.851786,10.115357,658677600,8.622511
"181",10.137857,10.2625,10.099643,10.134643,668074400,8.638952
"182",10.096786,10.285,10.086071,10.276786,585289600,8.760115
"183",10.226071,10.455714,10.214286,10.318571,786116800,8.795732
"184",10.432143,10.483214,10.376786,10.44,649488000,8.89924
"185",10.499286,10.526071,10.393214,10.398571,482834800,8.863927
"186",10.420357,10.420357,9.821429,10.245,1035042400,8.733019
"187",10.258214,10.350357,10.214286,10.263214,469644000,8.748547
"188",10.321429,10.357143,10.044643,10.133929,673391600,8.638346
"189",10.219643,10.235,10.048214,10.09,448142800,8.600897
"190",10.057143,10.103571,9.920357,9.951429,435302000,8.482776
"191",10.071429,10.3375,10.065,10.319286,501967200,8.796342
"192",10.3425,10.428214,10.187857,10.328214,670868800,8.803957
"193",10.369286,10.374286,10.246786,10.329286,408399600,8.80487
"194",10.418214,10.517857,10.357143,10.5025,658403200,8.952517
"195",10.526429,10.615714,10.521429,10.548571,427753200,8.991793
"196",10.550357,10.696429,10.446071,10.662143,558544000,9.088597
"197",10.721429,10.784286,10.707143,10.719286,630092400,9.137312
"198",10.774643,10.8025,10.728571,10.796786,435296400,9.203372
"199",10.98,11.25,10.889643,11.240714,922194000,9.581787
"200",11.373929,11.392857,11.224643,11.357143,1093010800,9.681033
"201",10.835714,11.206071,10.715,11.053214,1232784000,9.421959
"202",11.035714,11.223214,10.959643,11.090357,721624400,9.453618
"203",11.155714,11.240714,10.957143,11.054286,551460000,9.422871
"204",11.038214,11.072857,10.939286,10.981071,372778000,9.360459
"205",11.038929,11.128571,11.015714,11.03,392462000,9.402171
"206",10.959643,11.062143,10.916071,11.001786,392929600,9.378119
"207",10.9875,11.067857,10.914286,10.993929,399002800,9.371421
"208",10.998214,11,10.746429,10.901429,551051200,9.292572
"209",10.865357,10.924286,10.745357,10.749286,430511200,9.162885
"210",10.793571,10.914286,10.792857,10.863571,423889200,9.260302
"211",10.964286,11.078214,10.964286,11.048571,433930000,9.417999
"212",11.120357,11.174286,11.018929,11.171429,508348400,9.522729
"213",11.266071,11.435,11.251071,11.366786,642488000,9.689249
"214",11.356786,11.413214,11.3125,11.326071,361253200,9.654548
"215",11.328571,11.420357,11.312857,11.379286,281758400,9.699908
"216",11.466071,11.475,11.232143,11.288571,383544000,9.622581
"217",11.308571,11.384643,11.198214,11.358214,384227200,9.68195
"218",11.25,11.371429,11.223214,11.308929,361284000,9.639936
"219",11.285714,11.303571,10.843929,11.001071,795846800,9.377509
"220",11.016429,11.090714,10.938214,10.965714,403606000,9.34737
"221",10.918571,10.985714,10.69,10.771071,657650000,9.181454
"222",10.757143,10.856786,10.634286,10.732143,479449600,9.14827
"223",10.9,11.059643,10.881786,11.015357,494491200,9.389686
"224",10.998929,11.014286,10.901429,10.954643,384843200,9.337934
"225",10.952857,11.191429,10.923929,11.191429,393075200,9.539776
"226",11.0875,11.133929,10.948571,11.026071,519447600,9.39882
"227",11.142857,11.264286,11.133929,11.242857,413725200,9.583614
"228",11.205,11.346429,11.176429,11.25,237585600,9.589702
"229",11.267857,11.338571,11.120714,11.316786,445785200,9.646632
"230",11.197857,11.227143,11.1025,11.1125,501858000,9.472494
"231",11.259643,11.348214,11.25,11.3,461750800,9.632322
"232",11.340357,11.392857,11.246071,11.3625,462837200,9.685597
"233",11.321786,11.380357,11.297857,11.337143,342092800,9.663982
"234",11.38,11.511786,11.372143,11.433929,448481600,9.746488
"235",11.564286,11.571071,11.361429,11.364643,391454000,9.687425
"236",11.415357,11.465,11.325357,11.464643,321935600,9.772667
"237",11.504643,11.517857,11.393571,11.42,294151200,9.734612
"238",11.416071,11.466071,11.378571,11.448571,262511200,9.758968
"239",11.584643,11.609286,11.464286,11.488214,439815600,9.792758
"240",11.490357,11.519286,11.392857,11.438929,351008000,9.750746
"241",11.428571,11.535714,11.399643,11.441429,417312000,9.752877
"242",11.4675,11.521786,11.432143,11.473214,322030800,9.779974
"243",11.486786,11.4925,11.436786,11.450357,386929200,9.760489
"244",11.485714,11.544643,11.365357,11.5075,385610400,9.809199
"245",11.535714,11.585357,11.501786,11.578571,256354000,9.869784
"246",11.584286,11.632857,11.555357,11.612857,265921600,9.899006
"247",11.607143,11.6125,11.541786,11.557143,223157200,9.851515
"248",11.530357,11.622857,11.482857,11.595714,249816000,9.884393
"249",11.639643,11.666429,11.609286,11.623929,175924000,9.908442
"250",11.650714,11.658929,11.610714,11.6175,163139200,9.902966
"251",11.624286,11.625357,11.5375,11.559286,157494400,9.853343
"252",11.533929,11.552857,11.475357,11.52,193508000,9.819855
"253",11.63,11.795,11.601429,11.770357,445138400,10.033262
"254",11.872857,11.875,11.719643,11.831786,309080800,10.085626
"255",11.769643,11.940714,11.767857,11.928571,255519600,10.168126
"256",11.954286,11.973214,11.889286,11.918929,300428800,10.159909
"257",11.928214,12.0125,11.853571,12.004286,311931200,10.232667
"258",12.101071,12.258214,12.041786,12.230357,448560000,10.425374
"259",12.317143,12.32,12.123929,12.201429,444108000,10.400717
"260",12.258929,12.301071,12.214286,12.300714,302590400,10.48535
"261",12.327143,12.38,12.280357,12.345714,296780400,10.523705
"262",12.353214,12.445714,12.301429,12.445714,308840000,10.608948
"263",11.768571,12.312857,11.642857,12.166071,1880998000,10.370577
"264",12.441071,12.45,12.031429,12.101429,1135612800,10.315472
"265",12.015357,12.082143,11.79,11.881429,764789200,10.127943
"266",11.920357,11.96,11.665357,11.668571,754401200,9.946496
"267",11.673929,12.051786,11.668571,12.051786,574683200,10.273157
"268",12.011786,12.194286,11.948929,12.192857,546868000,10.393411
"269",12.248571,12.342857,12.196429,12.280357,506875600,10.467997
"270",12.277857,12.310357,12.243929,12.2575,285026000,10.448512
"271",12.291786,12.3,11.911786,12.003571,592057200,10.232058
"272",11.992857,12.144286,11.939286,12.118571,377246800,10.33009
"273",12.189286,12.344643,12.177857,12.3225,426633200,10.503919
"274",12.301786,12.330357,12.269643,12.297143,258955200,10.482306
"275",12.278571,12.294286,12.091071,12.265714,393797600,10.455514
"276",12.272857,12.382143,12.268214,12.375,321840400,10.548671
"277",12.424643,12.616071,12.415714,12.567143,485021600,10.712456
"278",12.631429,12.697143,12.576786,12.685714,381040800,10.813527
"279",12.685357,12.821429,12.673929,12.791429,482745200,10.903643
"280",12.763929,12.857143,12.428571,12.662143,928550000,10.793437
"281",12.669643,12.778571,12.626429,12.744643,367572800,10.863763
"282",12.7425,12.838571,12.739643,12.827857,310416400,10.934696
"283",12.828214,12.856071,12.769643,12.853571,284174800,10.956613
"284",12.885714,13.032143,12.875,12.968929,481157600,11.05495
"285",12.758929,12.866786,12.732857,12.796429,530583200,10.907906
"286",12.811071,12.839286,12.482857,12.52,816057200,10.672272
"287",12.219643,12.335714,12.061429,12.093214,872555600,10.30847
"288",12.098929,12.308571,12.093214,12.236429,671854400,10.430552
"289",12.286429,12.326786,12.084643,12.245714,499900800,10.438467
"290",12.330714,12.443929,12.314286,12.434286,380018800,10.599206
"291",12.544286,12.680357,12.54,12.614643,403074000,10.75295
"292",12.695357,12.704286,12.417143,12.475357,456136800,10.634217
"293",12.498571,12.655357,12.442857,12.575714,602590800,10.719766
"294",12.756786,12.849643,12.711429,12.841429,500788400,10.946265
"295",12.859643,12.8675,12.776786,12.857143,453266800,10.959661
"296",12.907143,12.916786,12.546786,12.691429,546123200,10.8184
"297",12.675357,12.764286,12.580357,12.705714,356316800,10.830579
"298",12.6675,12.67,12.521429,12.588214,453306000,10.730422
"299",12.468571,12.491786,12.317857,12.381071,507539200,10.553846
"300",12.333214,12.582857,12.321429,12.571071,471080400,10.715805
"301",12.613571,12.731429,12.546786,12.627143,435957200,10.763604
"302",12.217857,12.422857,12.146429,12.336786,721081200,10.516095
"303",12.214286,12.25,11.652143,11.786071,1162011200,10.046657
"304",12.029643,12.128929,11.809286,11.951429,659422400,10.187612
"305",12.040357,12.078571,11.785714,11.809643,753214000,10.06675
"306",11.999643,12.133571,11.973571,12.117857,409402000,10.329477
"307",12.234286,12.236429,12.112143,12.185714,325922800,10.387316
"308",12.117143,12.150714,11.998214,12.113929,372996400,10.32613
"309",12.208929,12.357143,12.102143,12.320357,404712000,10.502091
"310",12.431071,12.573571,12.393571,12.555,448910000,10.702104
"311",12.6125,12.654286,12.515714,12.515714,309355200,10.668618
"312",12.416429,12.534286,12.359286,12.534286,352900800,10.684449
"313",12.522857,12.531429,12.408571,12.451071,329406000,10.613515
"314",12.37,12.492857,12.359286,12.446786,274019200,10.609862
"315",12.539643,12.556786,12.260714,12.305714,418661600,10.489614
"316",12.296786,12.307143,12.085714,12.185357,460084800,10.387016
"317",12.035357,12.223214,12,12.103214,482731200,10.316996
"318",12.186429,12.282143,12.040714,12.072857,402539200,10.291114
"319",12.075,12.158214,12.001071,12.074286,373447200,10.292339
"320",12.14,12.148214,11.926786,11.966429,377535200,10.200399
"321",11.930714,11.988214,11.786429,11.814286,398946800,10.070709
"322",11.803214,11.918929,11.792857,11.871429,425639200,10.119418
"323",11.965,12.005,11.875714,12.004643,346220000,10.232974
"324",11.957143,12,11.859286,11.872143,301800800,10.120027
"325",11.903571,11.915714,11.671429,11.695,453605600,9.969025
"326",11.646429,11.865357,11.434286,11.851786,609898800,10.102674
"327",11.896429,12.070714,11.846786,12.066429,419378400,10.285642
"328",12.268214,12.348214,12.196429,12.228929,700666400,10.42416
"329",12.678571,12.683214,12.447143,12.525,753810400,10.676534
"330",12.512143,12.633929,12.510714,12.6075,266546000,10.74686
"331",12.629286,12.678214,12.476786,12.515,338800000,10.668011
"332",12.58,12.583929,12.396429,12.505357,356213200,10.659791
"333",12.363929,12.491071,12.34,12.383929,360959200,10.556282
"334",12.385,12.641071,12.381071,12.504643,1006345200,10.659183
"335",12.490714,12.516786,12.339286,12.367143,442713600,10.541973
"336",12.428214,12.496071,12.343571,12.435714,313348000,10.600426
"337",12.437857,12.565357,12.388571,12.484643,389250400,10.642132
"338",12.442857,12.533929,12.358929,12.383929,335969200,10.556282
"339",12.488929,12.5,12.364643,12.380714,280134400,10.553545
"340",12.423571,12.471429,12.376071,12.414286,204747200,10.582159
"341",12.460357,12.488929,12.380714,12.480357,282091600,10.638476
"342",12.465,12.5,12.33,12.401071,3.36e+08,10.570894
"343",12.361429,12.397143,12.223929,12.3775,3.22e+08,10.550801
"344",12.345,12.366071,12.155357,12.160714,326116000,10.366012
"345",12.114286,12.186429,11.878571,11.903571,449775200,10.146818
"346",11.857143,12.005,11.811786,12.005,452334400,10.233274
"347",12.016786,12.180357,12,12.138214,334776400,10.346831
"348",12.217143,12.228929,12.095357,12.161786,261170000,10.366924
"349",12.127143,12.176786,11.965,11.972143,337968400,10.20527
"350",11.784643,11.999286,11.765,11.942857,383600000,10.180303
"351",11.982143,11.996429,11.833571,11.863929,321927200,10.113027
"352",11.908214,12.091429,11.8875,12.027857,294224000,10.252761
"353",11.998929,12.031786,11.943929,11.964286,222560800,10.198569
"354",11.957143,12.058214,11.939643,12.050357,203599200,10.271941
"355",12.182143,12.4225,12.178571,12.4225,417754400,10.589159
"356",12.459643,12.576071,12.308929,12.339643,554682800,10.518533
"357",12.375,12.427857,12.296429,12.360714,338783200,10.53649
"358",12.256429,12.333214,12.214643,12.265714,313250000,10.455514
"359",12.346429,12.394643,12.064643,12.072857,461941200,10.291114
"360",12.0775,12.079286,11.853571,11.858571,529785200,10.108459
"361",11.849286,11.957143,11.808929,11.865714,333723600,10.114544
"362",11.901786,11.916786,11.8125,11.838929,275088800,10.091715
"363",11.805357,11.845,11.625357,11.639286,433955200,9.921536
"364",11.685714,11.725357,11.609643,11.664286,329473200,9.942845
"365",11.785714,11.901786,11.761071,11.872857,334569200,10.120636
"366",11.776786,11.796429,11.602857,11.669643,399196000,9.947412
"367",11.675,11.738571,11.368929,11.612857,510591200,9.899006
"368",11.749643,11.758929,11.405714,11.437857,615020000,9.749835
"369",11.334286,11.346429,11.089286,11.261429,640645600,9.599442
"370",11.31,11.635714,11.257143,11.617857,493382400,9.903265
"371",11.612857,11.746429,11.513571,11.521786,390583200,9.821376
"372",11.390714,11.846071,11.361429,11.829643,559759200,10.083802
"373",11.834643,11.898214,11.610357,11.655357,439807200,9.935238
"374",11.699643,11.925,11.6875,11.858571,339813600,10.108459
"375",11.916071,12.025,11.908571,11.973571,294299600,10.206485
"376",12.001429,12.013214,11.852857,11.93,352545200,10.169348
"377",11.953571,12.004643,11.887143,11.988214,322954800,10.218968
"378",11.998214,12.267857,11.935714,12.259286,435313200,10.450034
"379",12.25,12.493929,12.232143,12.479643,355054000,10.637869
"380",12.4625,12.646429,12.3825,12.562857,444626000,10.708803
"381",12.666786,12.785714,12.642857,12.757143,399663600,10.874414
"382",12.619286,12.857143,12.578571,12.846786,489633200,10.95083
"383",12.726429,12.848929,12.600714,12.642857,442674400,10.776998
"384",12.626071,12.774286,12.450714,12.633929,451609200,10.769387
"385",12.7975,12.857143,12.727857,12.786429,391638800,10.899381
"386",12.893214,12.914643,12.726429,12.7775,430533600,10.89177
"387",12.898929,13.035714,12.8275,13.032857,484467200,11.109437
"388",13.051071,13.380357,13.045714,13.35,572653200,11.37978
"389",13.5,13.523214,13.332857,13.458929,819145600,11.47263
"390",14.147143,14.1525,13.785714,13.817857,941340400,11.778585
"391",13.819643,13.930714,13.710714,13.831786,526534400,11.790461
"392",13.868571,14.108929,13.848214,14.046429,516728800,11.973425
"393",13.941071,14.285714,13.915,14.232143,589806000,12.131731
"394",14.285714,14.446429,14.274286,14.4075,476582400,12.281211
"395",14.306786,14.38,14.005357,14.021071,659324400,11.951812
"396",13.986429,14.178214,13.861786,13.993571,594034000,11.928374
"397",13.844286,14.1125,13.714286,13.945714,632584400,11.887575
"398",14.206429,14.267857,14.013214,14.169643,612836000,12.078455
"399",14.201786,14.210714,13.869643,13.889643,639539600,11.839781
"400",13.963571,14.055357,13.651429,14.020357,732508000,11.951204
"401",13.9075,13.975714,13.476786,13.4775,871407600,11.488462
"402",13.587143,13.696429,12.948929,13.343571,1204590800,11.374296
"403",12.9175,13.134643,12.607857,12.614643,1143833600,10.75295
"404",12.903571,13.378929,12.678571,13.3575,1082583600,11.386169
"405",13.255357,13.380357,12.946429,12.988929,878656800,11.071994
"406",13.232857,13.408929,13.025714,13.346429,741969200,11.376734
"407",13.5025,13.558571,13.365357,13.463929,528976000,11.476891
"408",13.558214,13.748929,13.503214,13.693214,460544000,11.67234
"409",13.625714,13.691786,13.430714,13.588571,498750000,11.58314
"410",13.653929,13.732857,13.5,13.587143,442061200,11.581923
"411",13.244286,13.308929,12.906071,13.073214,851435200,11.143841
"412",12.934643,13.107143,12.714286,12.715357,775888400,10.838799
"413",13.018214,13.031429,12.681786,12.73,535315200,10.851279
"414",12.867857,13.344286,12.75,13.342857,656835200,11.373689
"415",13.338214,13.534286,13.235714,13.435,626267600,11.452234
"416",13.038571,13.408929,13.035714,13.347143,871346000,11.377344
"417",13.256071,13.707143,13.242857,13.699286,641477200,11.677518
"418",13.863571,13.982143,13.857143,13.9275,405269200,11.872051
"419",13.866071,13.994286,13.793214,13.928214,417922400,11.872659
"420",13.948929,14.002857,13.637857,13.743929,522586400,11.715574
"421",13.779286,13.833571,13.597143,13.608214,343725200,11.599884
"422",13.383571,13.5,13.279643,13.358929,438939200,11.387388
"423",13.120357,13.583214,13.088571,13.562143,509698000,11.560613
"424",13.77,13.771429,13.642857,13.711786,350576800,11.688174
"425",13.657143,13.878929,13.653929,13.719286,416158400,11.694567
"426",13.711786,13.785714,13.393571,13.481429,564813200,11.49181
"427",13.321429,13.602857,13.282143,13.569286,467832400,11.5667
"428",13.647857,13.793214,13.580357,13.736429,440560400,11.70918
"429",13.822143,14.0075,13.777143,13.903571,534724400,11.851653
"430",13.979643,14.059286,13.925,14.034286,417818800,11.963074
"431",14.126429,14.303571,14.108214,14.303571,698513200,12.192619
"432",14.178571,14.758214,14.114286,14.701071,823860800,12.531455
"433",14.830357,15.102143,14.685357,14.766071,775754000,12.586863
"434",14.987143,15.056786,14.714286,14.719286,605976000,12.546983
"435",14.3225,14.636429,14.167857,14.350714,968480800,12.232803
"436",14.295714,14.526429,14.280357,14.439286,546277200,12.308303
"437",14.280714,14.427857,13.975,14.398929,812876400,12.273904
"438",14.5975,14.616071,14.216429,14.259286,632497600,12.15487
"439",14.2925,14.419286,14.161071,14.178929,429637600,12.086373
