,ORDER_ID,PRODUCT_ID,PAYMENT_METHOD,TOTAL_VALUE,CREATED_AT,STORE_TO_USER_DISTANCE,OBSF_USER_ID,OBSF_STORE_TYPE
65,35406740,2090145342,cc,0.0,2019-04-16 00:46:23+00:00,2378.0,11089,5
66,35408034,2090145342,cash,2590.0,2019-04-16 12:02:53+00:00,1765.0,10933,5
67,35420043,2090145342,cc,1836.0,2019-04-16 21:34:21+00:00,3137.0,3343,5
68,35421495,2090145342,cash,12350.0,2019-04-16 23:44:06+00:00,1145.0,13778,14
69,35421788,2090145342,cash,3450.0,2019-04-17 02:24:29+00:00,2692.0,21020,5
70,35401479,2090145343,cc,10970.0,2019-04-15 19:39:32+00:00,1604.0,20098,5
71,35405436,2090145343,cash,7980.0,2019-04-15 22:03:26+00:00,1635.0,9401,5
72,35406149,2090145343,cash,0.0,2019-04-15 22:49:57+00:00,5427.0,14444,14
73,35406740,2090145343,cc,0.0,2019-04-16 00:46:23+00:00,2378.0,11089,5
74,35419899,2090145343,cash,0.0,2019-04-16 21:26:51+00:00,5924.0,6240,5
75,35421727,2090145343,cc,6570.0,2019-04-17 01:27:41+00:00,4464.0,3302,5
76,35421788,2090145343,cash,3450.0,2019-04-17 02:24:29+00:00,2692.0,21020,5
77,35404746,2090145352,cc,7780.0,2019-04-15 21:30:11+00:00,785.0,10597,5
78,35407642,2090155389,cash,0.0,2019-04-16 11:11:55+00:00,4237.0,139,25
79,35414215,2090155389,cash,0.0,2019-04-16 17:46:00+00:00,2622.0,2540,25
80,35411405,2090155391,cc,19380.0,2019-04-16 14:34:33+00:00,4537.0,6896,25
81,35393154,2090155656,cc,4600.0,2019-04-15 12:21:51+00:00,5794.0,24068,4
82,35394976,2090155656,cash,400.0,2019-04-15 13:46:05+00:00,3448.0,3624,4
83,35395620,2090155656,cc,1200.0,2019-04-15 14:19:10+00:00,4217.0,23649,4
